"年月","指数类别","组别类别","基数年","指数","权数"
"202209","CCPI","99","Index : October 2019 - September 2020 = 100",103.5,100
"202210","CCPI","10","Index : October 2019 - September 2020 = 100",111,0.21
"202210","CCPI","11","Index : October 2019 - September 2020 = 100",113.6,0.53
"202210","CCPI","12","Index : October 2019 - September 2020 = 100",105.3,6.17
"202210","CCPI","99","Index : October 2019 - September 2020 = 100",103.8,100
"202210","CCPI","1","Index : October 2019 - September 2020 = 100",105,0.36
"202210","CCPI","2","Index : October 2019 - September 2020 = 100",122,0.56
"202210","CCPI","3","Index : October 2019 - September 2020 = 100",106.9,1.8
"202210","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.89
"202210","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202210","CCPI","6","Index : October 2019 - September 2020 = 100",97.1,0.32
"202210","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.34
"202210","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202210","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202211","CCPI","10","Index : October 2019 - September 2020 = 100",111.1,0.21
"202211","CCPI","9","Index : October 2019 - September 2020 = 100",94.5,0.03
"202211","CCPI","8","Index : October 2019 - September 2020 = 100",95.5,1.12
"202211","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.34
"202211","CCPI","6","Index : October 2019 - September 2020 = 100",97.4,0.32
"202211","CCPI","5","Index : October 2019 - September 2020 = 100",101,0.01
"202211","CCPI","11","Index : October 2019 - September 2020 = 100",109.2,0.53
"202211","CCPI","3","Index : October 2019 - September 2020 = 100",107.1,1.8
"202211","CCPI","2","Index : October 2019 - September 2020 = 100",120.6,0.56
"202211","CCPI","1","Index : October 2019 - September 2020 = 100",105,0.36
"202211","CCPI","99","Index : October 2019 - September 2020 = 100",104,100
"202211","CCPI","12","Index : October 2019 - September 2020 = 100",104.8,6.17
"202211","CCPI","4","Index : October 2019 - September 2020 = 100",98.4,0.89
"202212","CCPI","99","Index : October 2019 - September 2020 = 100",104.2,100
"202212","CCPI","12","Index : October 2019 - September 2020 = 100",104.9,6.17
"202212","CCPI","11","Index : October 2019 - September 2020 = 100",110.1,0.53
"202212","CCPI","10","Index : October 2019 - September 2020 = 100",110.9,0.21
"202212","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202212","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202212","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.34
"202212","CCPI","6","Index : October 2019 - September 2020 = 100",97.6,0.32
"202212","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202212","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.89
"202212","CCPI","3","Index : October 2019 - September 2020 = 100",107.1,1.8
"202212","CCPI","1","Index : October 2019 - September 2020 = 100",103.2,0.36
"202212","CCPI","2","Index : October 2019 - September 2020 = 100",120.9,0.56
"202301","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.34
"202301","CCPI","6","Index : October 2019 - September 2020 = 100",97.8,0.32
"202301","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202301","CCPI","10","Index : October 2019 - September 2020 = 100",110.9,0.21
"202301","CCPI","11","Index : October 2019 - September 2020 = 100",114.4,0.53
"202301","CCPI","12","Index : October 2019 - September 2020 = 100",105.4,6.17
"202301","CCPI","99","Index : October 2019 - September 2020 = 100",104.8,100
"202301","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202301","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202301","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.89
"202301","CCPI","3","Index : October 2019 - September 2020 = 100",107.5,1.8
"202301","CCPI","2","Index : October 2019 - September 2020 = 100",121.1,0.56
"202301","CCPI","1","Index : October 2019 - September 2020 = 100",103.1,0.36
"202302","CCPI","6","Index : October 2019 - September 2020 = 100",97.9,0.32
"202302","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.34
"202302","CCPI","8","Index : October 2019 - September 2020 = 100",98.9,1.12
"202302","CCPI","9","Index : October 2019 - September 2020 = 100",92.1,0.03
"202302","CCPI","10","Index : October 2019 - September 2020 = 100",110.9,0.21
"202302","CCPI","11","Index : October 2019 - September 2020 = 100",106.4,0.53
"202302","CCPI","99","Index : October 2019 - September 2020 = 100",104.9,100
"202302","CCPI","5","Index : October 2019 - September 2020 = 100",108.3,0.01
"202302","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.89
"202302","CCPI","3","Index : October 2019 - September 2020 = 100",107.7,1.8
"202302","CCPI","2","Index : October 2019 - September 2020 = 100",120.6,0.56
"202302","CCPI","1","Index : October 2019 - September 2020 = 100",105.7,0.36
"202302","CCPI","12","Index : October 2019 - September 2020 = 100",105.4,6.17
"202303","CCPI","1","Index : October 2019 - September 2020 = 100",110.1,0.44
"202303","CCPI","2","Index : October 2019 - September 2020 = 100",119.9,0.55
"202303","CCPI","3","Index : October 2019 - September 2020 = 100",107.7,1.97
"202303","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.95
"202303","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202303","CCPI","6","Index : October 2019 - September 2020 = 100",98,0.31
"202303","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.37
"202303","CCPI","8","Index : October 2019 - September 2020 = 100",98.9,1.43
"202303","CCPI","9","Index : October 2019 - September 2020 = 100",95.1,0.04
"202303","CCPI","10","Index : October 2019 - September 2020 = 100",111.6,0.2
"202303","CCPI","11","Index : October 2019 - September 2020 = 100",111.1,1.01
"202303","CCPI","12","Index : October 2019 - September 2020 = 100",106.1,7.28
"202303","CCPI","99","Index : October 2019 - September 2020 = 100",105,100
"202304","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.95
"202304","CCPI","3","Index : October 2019 - September 2020 = 100",108.9,1.97
"202304","CCPI","2","Index : October 2019 - September 2020 = 100",121.3,0.55
"202304","CCPI","1","Index : October 2019 - September 2020 = 100",110.1,0.44
"202304","CCPI","99","Index : October 2019 - September 2020 = 100",105.2,100
"202304","CCPI","12","Index : October 2019 - September 2020 = 100",106.4,7.28
"202304","CCPI","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202304","CCPI","10","Index : October 2019 - September 2020 = 100",111.6,0.2
"202304","CCPI","9","Index : October 2019 - September 2020 = 100",113.8,0.04
"202304","CCPI","8","Index : October 2019 - September 2020 = 100",96.6,1.43
"202304","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.37
"202304","CCPI","6","Index : October 2019 - September 2020 = 100",98.1,0.31
"202304","CCPI","11","Index : October 2019 - September 2020 = 100",112.8,1.01
"202305","CCPI","10","Index : October 2019 - September 2020 = 100",111.6,0.2
"202305","CCPI","11","Index : October 2019 - September 2020 = 100",105.5,1.01
"202305","CCPI","9","Index : October 2019 - September 2020 = 100",114,0.04
"202305","CCPI","8","Index : October 2019 - September 2020 = 100",96.7,1.43
"202305","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.37
"202305","CCPI","6","Index : October 2019 - September 2020 = 100",98.3,0.31
"202305","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202305","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.95
"202305","CCPI","3","Index : October 2019 - September 2020 = 100",108.9,1.97
"202305","CCPI","2","Index : October 2019 - September 2020 = 100",121.1,0.55
"202305","CCPI","1","Index : October 2019 - September 2020 = 100",110.2,0.44
"202305","CCPI","99","Index : October 2019 - September 2020 = 100",105,100
"202305","CCPI","12","Index : October 2019 - September 2020 = 100",105.8,7.28
"202306","CCPI","10","Index : October 2019 - September 2020 = 100",111.8,0.2
"202306","CCPI","9","Index : October 2019 - September 2020 = 100",114.1,0.04
"202306","CCPI","12","Index : October 2019 - September 2020 = 100",106.5,7.28
"202306","CCPI","11","Index : October 2019 - September 2020 = 100",105.2,1.01
"202306","CCPI","99","Index : October 2019 - September 2020 = 100",105.2,100
"202306","CCPI","8","Index : October 2019 - September 2020 = 100",99.2,1.43
"202306","CCPI","1","Index : October 2019 - September 2020 = 100",109,0.44
"202306","CCPI","6","Index : October 2019 - September 2020 = 100",98.6,0.31
"202306","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202306","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.95
"202306","CCPI","3","Index : October 2019 - September 2020 = 100",109,1.97
"202306","CCPI","2","Index : October 2019 - September 2020 = 100",122.2,0.55
"202306","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.37
"202307","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.37
"202307","CCPI","6","Index : October 2019 - September 2020 = 100",98.8,0.31
"202307","CCPI","5","Index : October 2019 - September 2020 = 100",94.3,0.01
"202307","CCPI","4","Index : October 2019 - September 2020 = 100",101.9,0.95
"202307","CCPI","3","Index : October 2019 - September 2020 = 100",109,1.97
"202307","CCPI","2","Index : October 2019 - September 2020 = 100",122.4,0.55
"202307","CCPI","1","Index : October 2019 - September 2020 = 100",109,0.44
"202307","CCPI","99","Index : October 2019 - September 2020 = 100",105.2,100
"202307","CCPI","12","Index : October 2019 - September 2020 = 100",107.4,7.28
"202307","CCPI","11","Index : October 2019 - September 2020 = 100",109.6,1.01
"202307","CCPI","10","Index : October 2019 - September 2020 = 100",111.8,0.2
"202307","CCPI","8","Index : October 2019 - September 2020 = 100",100.9,1.43
"202307","CCPI","9","Index : October 2019 - September 2020 = 100",113.9,0.04
"202308","CCPI","6","Index : October 2019 - September 2020 = 100",99.2,0.31
"202308","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.37
"202308","CCPI","8","Index : October 2019 - September 2020 = 100",99.6,1.43
"202308","CCPI","9","Index : October 2019 - September 2020 = 100",114.1,0.04
"202308","CCPI","10","Index : October 2019 - September 2020 = 100",111.8,0.2
"202308","CCPI","11","Index : October 2019 - September 2020 = 100",110.5,1.01
"202308","CCPI","12","Index : October 2019 - September 2020 = 100",107.6,7.28
"202308","CCPI","99","Index : October 2019 - September 2020 = 100",105.2,100
"202308","CCPI","1","Index : October 2019 - September 2020 = 100",111,0.44
"202308","CCPI","2","Index : October 2019 - September 2020 = 100",123.8,0.55
"202308","CCPI","3","Index : October 2019 - September 2020 = 100",109.2,1.97
"202308","CCPI","4","Index : October 2019 - September 2020 = 100",102,0.95
"202308","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202309","CCPI","1","Index : October 2019 - September 2020 = 100",109.6,0.44
"202309","CCPI","2","Index : October 2019 - September 2020 = 100",125.7,0.55
"202309","CCPI","3","Index : October 2019 - September 2020 = 100",109.5,1.97
"202309","CCPI","4","Index : October 2019 - September 2020 = 100",102,0.95
"202309","CCPI","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202309","CCPI","6","Index : October 2019 - September 2020 = 100",99.5,0.31
"202309","CCPI","99","Index : October 2019 - September 2020 = 100",105.6,100
"202309","CCPI","8","Index : October 2019 - September 2020 = 100",101.1,1.43
"202309","CCPI","9","Index : October 2019 - September 2020 = 100",115.1,0.04
"202309","CCPI","10","Index : October 2019 - September 2020 = 100",116.4,0.2
"202309","CCPI","11","Index : October 2019 - September 2020 = 100",110.3,1.01
"202309","CCPI","12","Index : October 2019 - September 2020 = 100",108.2,7.28
"202309","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.37
"202310","CCPI","1","Index : October 2019 - September 2020 = 100",109.6,0.44
"202310","CCPI","2","Index : October 2019 - September 2020 = 100",126.3,0.55
"202310","CCPI","3","Index : October 2019 - September 2020 = 100",109.5,1.97
"202310","CCPI","4","Index : October 2019 - September 2020 = 100",101.9,0.95
"202310","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202310","CCPI","6","Index : October 2019 - September 2020 = 100",99.5,0.31
"202310","CCPI","99","Index : October 2019 - September 2020 = 100",106.7,100
"202310","CCPI","8","Index : October 2019 - September 2020 = 100",100.9,1.43
"202310","CCPI","9","Index : October 2019 - September 2020 = 100",118.2,0.04
"202310","CCPI","10","Index : October 2019 - September 2020 = 100",116.4,0.2
"202310","CCPI","11","Index : October 2019 - September 2020 = 100",103.4,1.01
"202310","CCPI","12","Index : October 2019 - September 2020 = 100",107.6,7.28
"202310","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.37
"202311","CCPI","99","Index : October 2019 - September 2020 = 100",106.6,100
"202311","CCPI","12","Index : October 2019 - September 2020 = 100",107.3,7.49
"202311","CCPI","11","Index : October 2019 - September 2020 = 100",100.5,1.22
"202311","CCPI","10","Index : October 2019 - September 2020 = 100",116.4,0.2
"202311","CCPI","9","Index : October 2019 - September 2020 = 100",118.6,0.04
"202311","CCPI","8","Index : October 2019 - September 2020 = 100",101,1.48
"202311","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.36
"202311","CCPI","6","Index : October 2019 - September 2020 = 100",99.6,0.32
"202311","CCPI","5","Index : October 2019 - September 2020 = 100",108.5,0.01
"202311","CCPI","4","Index : October 2019 - September 2020 = 100",101.9,0.99
"202311","CCPI","3","Index : October 2019 - September 2020 = 100",109.6,2
"202311","CCPI","1","Index : October 2019 - September 2020 = 100",108.8,0.37
"202311","CCPI","2","Index : October 2019 - September 2020 = 100",124.9,0.5
"202312","CCPI","12","Index : October 2019 - September 2020 = 100",107.9,7.49
"202312","CCPI","11","Index : October 2019 - September 2020 = 100",109.9,1.22
"202312","CCPI","10","Index : October 2019 - September 2020 = 100",116.4,0.2
"202312","CCPI","9","Index : October 2019 - September 2020 = 100",118.7,0.04
"202312","CCPI","8","Index : October 2019 - September 2020 = 100",100.9,1.48
"202312","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.36
"202312","CCPI","99","Index : October 2019 - September 2020 = 100",106.7,100
"202312","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202312","CCPI","4","Index : October 2019 - September 2020 = 100",102,0.99
"202312","CCPI","3","Index : October 2019 - September 2020 = 100",109.6,2
"202312","CCPI","2","Index : October 2019 - September 2020 = 100",124.2,0.5
"202312","CCPI","1","Index : October 2019 - September 2020 = 100",106.5,0.37
"202312","CCPI","6","Index : October 2019 - September 2020 = 100",100,0.32
"202401","CCPI","10","Index : October 2019 - September 2020 = 100",116.4,0.2
"202401","CCPI","9","Index : October 2019 - September 2020 = 100",118.7,0.04
"202401","CCPI","12","Index : October 2019 - September 2020 = 100",107.3,7.49
"202401","CCPI","99","Index : October 2019 - September 2020 = 100",106.6,100
"202401","CCPI","11","Index : October 2019 - September 2020 = 100",101.3,1.22
"202401","CCPI","1","Index : October 2019 - September 2020 = 100",106.5,0.37
"202401","CCPI","2","Index : October 2019 - September 2020 = 100",125.5,0.5
"202401","CCPI","3","Index : October 2019 - September 2020 = 100",109.6,2
"202401","CCPI","4","Index : October 2019 - September 2020 = 100",102,0.99
"202401","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202401","CCPI","6","Index : October 2019 - September 2020 = 100",100.3,0.32
"202401","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.36
"202401","CCPI","8","Index : October 2019 - September 2020 = 100",100.9,1.48
"202402","CCPI","10","Index : October 2019 - September 2020 = 100",116.5,0.2
"202402","CCPI","1","Index : October 2019 - September 2020 = 100",106.4,0.37
"202402","CCPI","12","Index : October 2019 - September 2020 = 100",107.8,7.49
"202402","CCPI","99","Index : October 2019 - September 2020 = 100",107.1,100
"202402","CCPI","2","Index : October 2019 - September 2020 = 100",125.4,0.5
"202402","CCPI","3","Index : October 2019 - September 2020 = 100",109.6,2
"202402","CCPI","11","Index : October 2019 - September 2020 = 100",110,1.22
"202402","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202402","CCPI","6","Index : October 2019 - September 2020 = 100",100.5,0.32
"202402","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.36
"202402","CCPI","8","Index : October 2019 - September 2020 = 100",99.5,1.48
"202402","CCPI","9","Index : October 2019 - September 2020 = 100",118.7,0.04
"202402","CCPI","4","Index : October 2019 - September 2020 = 100",102,0.99
"202403","CCPI","12","Index : October 2019 - September 2020 = 100",108.4,7.49
"202403","CCPI","11","Index : October 2019 - September 2020 = 100",107.2,1.22
"202403","CCPI","10","Index : October 2019 - September 2020 = 100",115.8,0.2
"202403","CCPI","9","Index : October 2019 - September 2020 = 100",118.6,0.04
"202403","CCPI","8","Index : October 2019 - September 2020 = 100",101.4,1.48
"202403","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.36
"202403","CCPI","6","Index : October 2019 - September 2020 = 100",100.7,0.32
"202403","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202403","CCPI","4","Index : October 2019 - September 2020 = 100",102.1,0.99
"202403","CCPI","3","Index : October 2019 - September 2020 = 100",109.6,2
"202403","CCPI","2","Index : October 2019 - September 2020 = 100",126.9,0.5
"202403","CCPI","1","Index : October 2019 - September 2020 = 100",112,0.37
"202403","CCPI","99","Index : October 2019 - September 2020 = 100",107.1,100
"202404","CCPI","12","Index : October 2019 - September 2020 = 100",108.2,7.49
"202404","CCPI","11","Index : October 2019 - September 2020 = 100",104.8,1.22
"202404","CCPI","10","Index : October 2019 - September 2020 = 100",115.8,0.2
"202404","CCPI","9","Index : October 2019 - September 2020 = 100",118.8,0.04
"202404","CCPI","8","Index : October 2019 - September 2020 = 100",101.4,1.48
"202404","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.36
"202404","CCPI","99","Index : October 2019 - September 2020 = 100",106.4,100
"202404","CCPI","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202404","CCPI","4","Index : October 2019 - September 2020 = 100",102.1,0.99
"202404","CCPI","3","Index : October 2019 - September 2020 = 100",109.6,2
"202404","CCPI","2","Index : October 2019 - September 2020 = 100",129.3,0.5
"202404","CCPI","1","Index : October 2019 - September 2020 = 100",112.1,0.37
"202404","CCPI","6","Index : October 2019 - September 2020 = 100",101.3,0.32
"202405","CCPI","2","Index : October 2019 - September 2020 = 100",130.7,0.5
"202405","CCPI","3","Index : October 2019 - September 2020 = 100",110.7,2
"202405","CCPI","4","Index : October 2019 - September 2020 = 100",102.1,0.99
"202405","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202405","CCPI","6","Index : October 2019 - September 2020 = 100",101.6,0.32
"202405","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.36
"202405","CCPI","8","Index : October 2019 - September 2020 = 100",101.4,1.48
"202405","CCPI","9","Index : October 2019 - September 2020 = 100",118.8,0.04
"202405","CCPI","10","Index : October 2019 - September 2020 = 100",115.8,0.2
"202405","CCPI","11","Index : October 2019 - September 2020 = 100",101.7,1.22
"202405","CCPI","12","Index : October 2019 - September 2020 = 100",108.2,7.49
"202405","CCPI","99","Index : October 2019 - September 2020 = 100",106.2,100
"202405","CCPI","1","Index : October 2019 - September 2020 = 100",112.1,0.37
"202406","CCPI","2","Index : October 2019 - September 2020 = 100",131,0.5
"202406","CCPI","3","Index : October 2019 - September 2020 = 100",110.7,2
"202406","CCPI","1","Index : October 2019 - September 2020 = 100",108.9,0.37
"202406","CCPI","99","Index : October 2019 - September 2020 = 100",106.7,100
"202406","CCPI","12","Index : October 2019 - September 2020 = 100",108.3,7.49
"202406","CCPI","11","Index : October 2019 - September 2020 = 100",103.7,1.22
"202406","CCPI","10","Index : October 2019 - September 2020 = 100",115.8,0.2
"202406","CCPI","9","Index : October 2019 - September 2020 = 100",118.8,0.04
"202406","CCPI","8","Index : October 2019 - September 2020 = 100",101.5,1.48
"202406","CCPI","7","Index : October 2019 - September 2020 = 100",110.5,0.36
"202406","CCPI","6","Index : October 2019 - September 2020 = 100",101.8,0.32
"202406","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202406","CCPI","4","Index : October 2019 - September 2020 = 100",102.1,0.99
"202407","CCPI","7","Index : October 2019 - September 2020 = 100",116,0.36
"202407","CCPI","6","Index : October 2019 - September 2020 = 100",102.2,0.32
"202407","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202407","CCPI","4","Index : October 2019 - September 2020 = 100",102,0.99
"202407","CCPI","3","Index : October 2019 - September 2020 = 100",111,2
"202407","CCPI","2","Index : October 2019 - September 2020 = 100",132.6,0.5
"202407","CCPI","1","Index : October 2019 - September 2020 = 100",108.9,0.37
"202407","CCPI","9","Index : October 2019 - September 2020 = 100",118.7,0.04
"202407","CCPI","10","Index : October 2019 - September 2020 = 100",115.8,0.2
"202407","CCPI","11","Index : October 2019 - September 2020 = 100",113.2,1.22
"202407","CCPI","12","Index : October 2019 - September 2020 = 100",110.3,7.49
"202407","CCPI","99","Index : October 2019 - September 2020 = 100",107.8,100
"202407","CCPI","8","Index : October 2019 - September 2020 = 100",102.5,1.48
"202408","CCPI","6","Index : October 2019 - September 2020 = 100",102.9,0.32
"202408","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202408","CCPI","4","Index : October 2019 - September 2020 = 100",102.1,0.99
"202408","CCPI","3","Index : October 2019 - September 2020 = 100",111,2
"202408","CCPI","2","Index : October 2019 - September 2020 = 100",132.8,0.5
"202408","CCPI","1","Index : October 2019 - September 2020 = 100",109.5,0.37
"202408","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202408","CCPI","99","Index : October 2019 - September 2020 = 100",107.8,100
"202408","CCPI","12","Index : October 2019 - September 2020 = 100",110.7,7.49
"202408","CCPI","11","Index : October 2019 - September 2020 = 100",112.9,1.22
"202408","CCPI","10","Index : October 2019 - September 2020 = 100",116,0.2
"202408","CCPI","9","Index : October 2019 - September 2020 = 100",121.4,0.04
"202408","CCPI","8","Index : October 2019 - September 2020 = 100",102.9,1.48
"202409","CCPI","1","Index : October 2019 - September 2020 = 100",108.9,0.37
"202409","CCPI","12","Index : October 2019 - September 2020 = 100",109.3,7.49
"202409","CCPI","11","Index : October 2019 - September 2020 = 100",102.8,1.22
"202409","CCPI","10","Index : October 2019 - September 2020 = 100",119.5,0.2
"202409","CCPI","9","Index : October 2019 - September 2020 = 100",122.5,0.04
"202409","CCPI","8","Index : October 2019 - September 2020 = 100",102.9,1.48
"202409","CCPI","99","Index : October 2019 - September 2020 = 100",107.9,100
"202409","CCPI","3","Index : October 2019 - September 2020 = 100",111,2
"202409","CCPI","4","Index : October 2019 - September 2020 = 100",102.1,0.99
"202409","CCPI","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202409","CCPI","6","Index : October 2019 - September 2020 = 100",103.1,0.32
"202409","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202409","CCPI","2","Index : October 2019 - September 2020 = 100",132.6,0.5
"202410","CCPI","99","Index : October 2019 - September 2020 = 100",108.1,100
"202410","CCPI","12","Index : October 2019 - September 2020 = 100",109.3,7.49
"202410","CCPI","11","Index : October 2019 - September 2020 = 100",101.1,1.22
"202410","CCPI","10","Index : October 2019 - September 2020 = 100",119.5,0.2
"202410","CCPI","9","Index : October 2019 - September 2020 = 100",122.3,0.04
"202410","CCPI","8","Index : October 2019 - September 2020 = 100",103.7,1.48
"202410","CCPI","1","Index : October 2019 - September 2020 = 100",109,0.37
"202410","CCPI","6","Index : October 2019 - September 2020 = 100",103.3,0.32
"202410","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202410","CCPI","4","Index : October 2019 - September 2020 = 100",102.2,0.99
"202410","CCPI","3","Index : October 2019 - September 2020 = 100",111,2
"202410","CCPI","2","Index : October 2019 - September 2020 = 100",133.4,0.5
"202410","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202411","CCPI","99","Index : October 2019 - September 2020 = 100",108.1,100
"202411","CCPI","12","Index : October 2019 - September 2020 = 100",108.7,7.49
"202411","CCPI","11","Index : October 2019 - September 2020 = 100",99.7,1.22
"202411","CCPI","10","Index : October 2019 - September 2020 = 100",119.5,0.2
"202411","CCPI","9","Index : October 2019 - September 2020 = 100",122.6,0.04
"202411","CCPI","8","Index : October 2019 - September 2020 = 100",104.1,1.48
"202411","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202411","CCPI","6","Index : October 2019 - September 2020 = 100",103.4,0.32
"202411","CCPI","5","Index : October 2019 - September 2020 = 100",112.2,0.01
"202411","CCPI","4","Index : October 2019 - September 2020 = 100",102.2,0.99
"202411","CCPI","3","Index : October 2019 - September 2020 = 100",110.7,2
"202411","CCPI","2","Index : October 2019 - September 2020 = 100",125.5,0.5
"202411","CCPI","1","Index : October 2019 - September 2020 = 100",110.4,0.37
"202412","CCPI","1","Index : October 2019 - September 2020 = 100",108.9,0.37
"202412","CCPI","2","Index : October 2019 - September 2020 = 100",127.7,0.5
"202412","CCPI","3","Index : October 2019 - September 2020 = 100",110.7,2
"202412","CCPI","4","Index : October 2019 - September 2020 = 100",102.2,0.99
"202412","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202412","CCPI","6","Index : October 2019 - September 2020 = 100",103.6,0.32
"202412","CCPI","99","Index : October 2019 - September 2020 = 100",108.2,100
"202412","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202412","CCPI","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202412","CCPI","10","Index : October 2019 - September 2020 = 100",119.5,0.2
"202412","CCPI","11","Index : October 2019 - September 2020 = 100",109.5,1.22
"202412","CCPI","12","Index : October 2019 - September 2020 = 100",110.2,7.49
"202412","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202501","CCPI","1","Index : October 2019 - September 2020 = 100",108.9,0.37
"202501","CCPI","2","Index : October 2019 - September 2020 = 100",129.9,0.5
"202501","CCPI","3","Index : October 2019 - September 2020 = 100",110.7,2
"202501","CCPI","4","Index : October 2019 - September 2020 = 100",105.6,0.99
"202501","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202501","CCPI","6","Index : October 2019 - September 2020 = 100",103.8,0.32
"202501","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202501","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202501","CCPI","9","Index : October 2019 - September 2020 = 100",122.5,0.04
"202501","CCPI","10","Index : October 2019 - September 2020 = 100",119.5,0.2
"202501","CCPI","11","Index : October 2019 - September 2020 = 100",115.1,1.22
"202501","CCPI","12","Index : October 2019 - September 2020 = 100",111.6,7.49
"202501","CCPI","99","Index : October 2019 - September 2020 = 100",108.7,100
"202502","CCPI","1","Index : October 2019 - September 2020 = 100",110.2,0.37
"202502","CCPI","2","Index : October 2019 - September 2020 = 100",132.9,0.5
"202502","CCPI","3","Index : October 2019 - September 2020 = 100",110.8,2
"202502","CCPI","4","Index : October 2019 - September 2020 = 100",106.1,0.99
"202502","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202502","CCPI","6","Index : October 2019 - September 2020 = 100",103.9,0.32
"202502","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202502","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202502","CCPI","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202502","CCPI","10","Index : October 2019 - September 2020 = 100",119.5,0.2
"202502","CCPI","11","Index : October 2019 - September 2020 = 100",105.5,1.22
"202502","CCPI","12","Index : October 2019 - September 2020 = 100",110.6,7.49
"202502","CCPI","99","Index : October 2019 - September 2020 = 100",108.6,100
"202503","CCPI","1","Index : October 2019 - September 2020 = 100",115.7,0.37
"202503","CCPI","2","Index : October 2019 - September 2020 = 100",132.5,0.5
"202503","CCPI","3","Index : October 2019 - September 2020 = 100",110.9,2
"202503","CCPI","4","Index : October 2019 - September 2020 = 100",106.1,0.99
