"年月","指数类别","组别类别","基数年","指数","权数"
"202209","CPIA","4","Index : October 2019 - September 2020 = 100",98.6,1.27
"202210","CPIA","12","Index : October 2019 - September 2020 = 100",101,4.52
"202210","CPIA","11","Index : October 2019 - September 2020 = 100",112.2,0.22
"202210","CPIA","10","Index : October 2019 - September 2020 = 100",109.8,0.11
"202210","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202210","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202210","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.19
"202210","CPIA","99","Index : October 2019 - September 2020 = 100",105.4,100
"202210","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202210","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.27
"202210","CPIA","3","Index : October 2019 - September 2020 = 100",107.3,0.54
"202210","CPIA","2","Index : October 2019 - September 2020 = 100",122,0.17
"202210","CPIA","1","Index : October 2019 - September 2020 = 100",103.6,0.16
"202210","CPIA","6","Index : October 2019 - September 2020 = 100",97,0.46
"202211","CPIA","99","Index : October 2019 - September 2020 = 100",105.5,100
"202211","CPIA","12","Index : October 2019 - September 2020 = 100",100.7,4.52
"202211","CPIA","11","Index : October 2019 - September 2020 = 100",108.4,0.22
"202211","CPIA","10","Index : October 2019 - September 2020 = 100",109.9,0.11
"202211","CPIA","9","Index : October 2019 - September 2020 = 100",94.5,0.03
"202211","CPIA","8","Index : October 2019 - September 2020 = 100",95.3,1.36
"202211","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.19
"202211","CPIA","6","Index : October 2019 - September 2020 = 100",97.3,0.46
"202211","CPIA","5","Index : October 2019 - September 2020 = 100",101,0.01
"202211","CPIA","4","Index : October 2019 - September 2020 = 100",98.4,1.27
"202211","CPIA","3","Index : October 2019 - September 2020 = 100",107.5,0.54
"202211","CPIA","1","Index : October 2019 - September 2020 = 100",103.6,0.16
"202211","CPIA","2","Index : October 2019 - September 2020 = 100",120.6,0.17
"202212","CPIA","1","Index : October 2019 - September 2020 = 100",100.6,0.16
"202212","CPIA","2","Index : October 2019 - September 2020 = 100",120.9,0.17
"202212","CPIA","3","Index : October 2019 - September 2020 = 100",107.5,0.54
"202212","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.27
"202212","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202212","CPIA","6","Index : October 2019 - September 2020 = 100",97.6,0.46
"202212","CPIA","99","Index : October 2019 - September 2020 = 100",105.8,100
"202212","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202212","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202212","CPIA","10","Index : October 2019 - September 2020 = 100",109.3,0.11
"202212","CPIA","11","Index : October 2019 - September 2020 = 100",109.2,0.22
"202212","CPIA","12","Index : October 2019 - September 2020 = 100",100.8,4.52
"202212","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.19
"202301","CPIA","1","Index : October 2019 - September 2020 = 100",100.5,0.16
"202301","CPIA","2","Index : October 2019 - September 2020 = 100",121.1,0.17
"202301","CPIA","99","Index : October 2019 - September 2020 = 100",106.6,100
"202301","CPIA","12","Index : October 2019 - September 2020 = 100",101.1,4.52
"202301","CPIA","11","Index : October 2019 - September 2020 = 100",112.8,0.22
"202301","CPIA","10","Index : October 2019 - September 2020 = 100",109.3,0.11
"202301","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202301","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202301","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.19
"202301","CPIA","6","Index : October 2019 - September 2020 = 100",97.8,0.46
"202301","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202301","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.27
"202301","CPIA","3","Index : October 2019 - September 2020 = 100",108.1,0.54
"202302","CPIA","1","Index : October 2019 - September 2020 = 100",101.6,0.16
"202302","CPIA","12","Index : October 2019 - September 2020 = 100",101.8,4.52
"202302","CPIA","11","Index : October 2019 - September 2020 = 100",106,0.22
"202302","CPIA","10","Index : October 2019 - September 2020 = 100",109.2,0.11
"202302","CPIA","9","Index : October 2019 - September 2020 = 100",92.1,0.03
"202302","CPIA","8","Index : October 2019 - September 2020 = 100",98.7,1.36
"202302","CPIA","99","Index : October 2019 - September 2020 = 100",106.7,100
"202302","CPIA","6","Index : October 2019 - September 2020 = 100",97.9,0.46
"202302","CPIA","5","Index : October 2019 - September 2020 = 100",108.3,0.01
"202302","CPIA","4","Index : October 2019 - September 2020 = 100",98.6,1.27
"202302","CPIA","3","Index : October 2019 - September 2020 = 100",108.4,0.54
"202302","CPIA","2","Index : October 2019 - September 2020 = 100",120.6,0.17
"202302","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.19
"202303","CPIA","1","Index : October 2019 - September 2020 = 100",109.2,0.2
"202303","CPIA","2","Index : October 2019 - September 2020 = 100",119.9,0.18
"202303","CPIA","3","Index : October 2019 - September 2020 = 100",108.4,0.59
"202303","CPIA","4","Index : October 2019 - September 2020 = 100",98.6,1.36
"202303","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202303","CPIA","6","Index : October 2019 - September 2020 = 100",98,0.45
"202303","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.2
"202303","CPIA","8","Index : October 2019 - September 2020 = 100",98.7,1.74
"202303","CPIA","9","Index : October 2019 - September 2020 = 100",95.1,0.03
"202303","CPIA","10","Index : October 2019 - September 2020 = 100",109.8,0.11
"202303","CPIA","11","Index : October 2019 - September 2020 = 100",110,0.42
"202303","CPIA","12","Index : October 2019 - September 2020 = 100",102.2,5.29
"202303","CPIA","99","Index : October 2019 - September 2020 = 100",106.8,100
"202304","CPIA","12","Index : October 2019 - September 2020 = 100",101.9,5.29
"202304","CPIA","99","Index : October 2019 - September 2020 = 100",107,100
"202304","CPIA","1","Index : October 2019 - September 2020 = 100",109.2,0.2
"202304","CPIA","2","Index : October 2019 - September 2020 = 100",121.3,0.18
"202304","CPIA","3","Index : October 2019 - September 2020 = 100",109.5,0.59
"202304","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.36
"202304","CPIA","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202304","CPIA","6","Index : October 2019 - September 2020 = 100",98.1,0.45
"202304","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.2
"202304","CPIA","8","Index : October 2019 - September 2020 = 100",96.5,1.74
"202304","CPIA","9","Index : October 2019 - September 2020 = 100",113.8,0.03
"202304","CPIA","10","Index : October 2019 - September 2020 = 100",109.8,0.11
"202304","CPIA","11","Index : October 2019 - September 2020 = 100",111.3,0.42
"202305","CPIA","1","Index : October 2019 - September 2020 = 100",109.2,0.2
"202305","CPIA","2","Index : October 2019 - September 2020 = 100",121.1,0.18
"202305","CPIA","3","Index : October 2019 - September 2020 = 100",109.6,0.59
"202305","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.36
"202305","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202305","CPIA","6","Index : October 2019 - September 2020 = 100",98.3,0.45
"202305","CPIA","99","Index : October 2019 - September 2020 = 100",106.6,100
"202305","CPIA","8","Index : October 2019 - September 2020 = 100",96.5,1.74
"202305","CPIA","9","Index : October 2019 - September 2020 = 100",114,0.03
"202305","CPIA","10","Index : October 2019 - September 2020 = 100",109.8,0.11
"202305","CPIA","11","Index : October 2019 - September 2020 = 100",105.3,0.42
"202305","CPIA","12","Index : October 2019 - September 2020 = 100",101.7,5.29
"202305","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.2
"202306","CPIA","99","Index : October 2019 - September 2020 = 100",106.8,100
"202306","CPIA","1","Index : October 2019 - September 2020 = 100",107.2,0.2
"202306","CPIA","2","Index : October 2019 - September 2020 = 100",122.2,0.18
"202306","CPIA","3","Index : October 2019 - September 2020 = 100",109.6,0.59
"202306","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.36
"202306","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202306","CPIA","6","Index : October 2019 - September 2020 = 100",98.6,0.45
"202306","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.2
"202306","CPIA","8","Index : October 2019 - September 2020 = 100",99,1.74
"202306","CPIA","9","Index : October 2019 - September 2020 = 100",114.1,0.03
"202306","CPIA","10","Index : October 2019 - September 2020 = 100",110.7,0.11
"202306","CPIA","11","Index : October 2019 - September 2020 = 100",104.8,0.42
"202306","CPIA","12","Index : October 2019 - September 2020 = 100",102.9,5.29
"202307","CPIA","1","Index : October 2019 - September 2020 = 100",107.2,0.2
"202307","CPIA","2","Index : October 2019 - September 2020 = 100",122.4,0.18
"202307","CPIA","3","Index : October 2019 - September 2020 = 100",109.5,0.59
"202307","CPIA","4","Index : October 2019 - September 2020 = 100",101.9,1.36
"202307","CPIA","5","Index : October 2019 - September 2020 = 100",94.3,0.01
"202307","CPIA","6","Index : October 2019 - September 2020 = 100",98.8,0.45
"202307","CPIA","99","Index : October 2019 - September 2020 = 100",106.8,100
"202307","CPIA","8","Index : October 2019 - September 2020 = 100",100.7,1.74
"202307","CPIA","9","Index : October 2019 - September 2020 = 100",113.9,0.03
"202307","CPIA","10","Index : October 2019 - September 2020 = 100",110.7,0.11
"202307","CPIA","11","Index : October 2019 - September 2020 = 100",108.7,0.42
"202307","CPIA","12","Index : October 2019 - September 2020 = 100",104.1,5.29
"202307","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.2
"202308","CPIA","10","Index : October 2019 - September 2020 = 100",110.7,0.11
"202308","CPIA","9","Index : October 2019 - September 2020 = 100",114.1,0.03
"202308","CPIA","8","Index : October 2019 - September 2020 = 100",99.4,1.74
"202308","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202308","CPIA","6","Index : October 2019 - September 2020 = 100",99.2,0.45
"202308","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202308","CPIA","4","Index : October 2019 - September 2020 = 100",101.9,1.36
"202308","CPIA","3","Index : October 2019 - September 2020 = 100",109.7,0.59
"202308","CPIA","2","Index : October 2019 - September 2020 = 100",123.8,0.18
"202308","CPIA","1","Index : October 2019 - September 2020 = 100",108.2,0.2
"202308","CPIA","99","Index : October 2019 - September 2020 = 100",106.7,100
"202308","CPIA","11","Index : October 2019 - September 2020 = 100",109.4,0.42
"202308","CPIA","12","Index : October 2019 - September 2020 = 100",103.9,5.29
"202309","CPIA","12","Index : October 2019 - September 2020 = 100",104.5,5.29
"202309","CPIA","11","Index : October 2019 - September 2020 = 100",109.3,0.42
"202309","CPIA","10","Index : October 2019 - September 2020 = 100",114.8,0.11
"202309","CPIA","9","Index : October 2019 - September 2020 = 100",115.1,0.03
"202309","CPIA","8","Index : October 2019 - September 2020 = 100",100.9,1.74
"202309","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202309","CPIA","99","Index : October 2019 - September 2020 = 100",107.2,100
"202309","CPIA","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202309","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.36
"202309","CPIA","3","Index : October 2019 - September 2020 = 100",110,0.59
"202309","CPIA","2","Index : October 2019 - September 2020 = 100",125.7,0.18
"202309","CPIA","1","Index : October 2019 - September 2020 = 100",105.7,0.2
"202309","CPIA","6","Index : October 2019 - September 2020 = 100",99.4,0.45
"202310","CPIA","6","Index : October 2019 - September 2020 = 100",99.5,0.45
"202310","CPIA","8","Index : October 2019 - September 2020 = 100",100.6,1.74
"202310","CPIA","9","Index : October 2019 - September 2020 = 100",118.2,0.03
"202310","CPIA","10","Index : October 2019 - September 2020 = 100",114.8,0.11
"202310","CPIA","11","Index : October 2019 - September 2020 = 100",103.4,0.42
"202310","CPIA","12","Index : October 2019 - September 2020 = 100",104.1,5.29
"202310","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202310","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202310","CPIA","1","Index : October 2019 - September 2020 = 100",105.8,0.2
"202310","CPIA","2","Index : October 2019 - September 2020 = 100",126.3,0.18
"202310","CPIA","3","Index : October 2019 - September 2020 = 100",110,0.59
"202310","CPIA","4","Index : October 2019 - September 2020 = 100",101.9,1.36
"202310","CPIA","99","Index : October 2019 - September 2020 = 100",108.8,100
"202311","CPIA","99","Index : October 2019 - September 2020 = 100",108.7,100
"202311","CPIA","11","Index : October 2019 - September 2020 = 100",100.7,0.51
"202311","CPIA","12","Index : October 2019 - September 2020 = 100",104,5.5
"202311","CPIA","10","Index : October 2019 - September 2020 = 100",114.8,0.11
"202311","CPIA","9","Index : October 2019 - September 2020 = 100",118.6,0.04
"202311","CPIA","8","Index : October 2019 - September 2020 = 100",100.8,1.82
"202311","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202311","CPIA","6","Index : October 2019 - September 2020 = 100",99.6,0.46
"202311","CPIA","5","Index : October 2019 - September 2020 = 100",108.5,0.01
"202311","CPIA","4","Index : October 2019 - September 2020 = 100",101.9,1.42
"202311","CPIA","3","Index : October 2019 - September 2020 = 100",110.1,0.6
"202311","CPIA","2","Index : October 2019 - September 2020 = 100",124.9,0.16
"202311","CPIA","1","Index : October 2019 - September 2020 = 100",105.4,0.17
"202312","CPIA","99","Index : October 2019 - September 2020 = 100",108.7,100
"202312","CPIA","12","Index : October 2019 - September 2020 = 100",104.4,5.5
"202312","CPIA","11","Index : October 2019 - September 2020 = 100",109,0.51
"202312","CPIA","10","Index : October 2019 - September 2020 = 100",115,0.11
"202312","CPIA","9","Index : October 2019 - September 2020 = 100",118.7,0.04
"202312","CPIA","8","Index : October 2019 - September 2020 = 100",100.7,1.82
"202312","CPIA","1","Index : October 2019 - September 2020 = 100",101.4,0.17
"202312","CPIA","6","Index : October 2019 - September 2020 = 100",100,0.46
"202312","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202312","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202312","CPIA","3","Index : October 2019 - September 2020 = 100",110.2,0.6
"202312","CPIA","2","Index : October 2019 - September 2020 = 100",124.2,0.16
"202312","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202401","CPIA","1","Index : October 2019 - September 2020 = 100",101.4,0.17
"202401","CPIA","2","Index : October 2019 - September 2020 = 100",125.5,0.16
"202401","CPIA","3","Index : October 2019 - September 2020 = 100",110.6,0.6
"202401","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202401","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202401","CPIA","6","Index : October 2019 - September 2020 = 100",100.3,0.46
"202401","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202401","CPIA","8","Index : October 2019 - September 2020 = 100",100.7,1.82
"202401","CPIA","9","Index : October 2019 - September 2020 = 100",118.7,0.04
"202401","CPIA","10","Index : October 2019 - September 2020 = 100",115,0.11
"202401","CPIA","11","Index : October 2019 - September 2020 = 100",101.7,0.51
"202401","CPIA","12","Index : October 2019 - September 2020 = 100",104.1,5.5
"202401","CPIA","99","Index : October 2019 - September 2020 = 100",108.8,100
"202402","CPIA","1","Index : October 2019 - September 2020 = 100",101.2,0.17
"202402","CPIA","2","Index : October 2019 - September 2020 = 100",125.4,0.16
"202402","CPIA","3","Index : October 2019 - September 2020 = 100",110.6,0.6
"202402","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202402","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202402","CPIA","6","Index : October 2019 - September 2020 = 100",100.5,0.46
"202402","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202402","CPIA","8","Index : October 2019 - September 2020 = 100",99.3,1.82
"202402","CPIA","9","Index : October 2019 - September 2020 = 100",118.7,0.04
"202402","CPIA","10","Index : October 2019 - September 2020 = 100",115.1,0.11
"202402","CPIA","11","Index : October 2019 - September 2020 = 100",109.3,0.51
"202402","CPIA","12","Index : October 2019 - September 2020 = 100",104.1,5.5
"202402","CPIA","99","Index : October 2019 - September 2020 = 100",109.2,100
"202403","CPIA","9","Index : October 2019 - September 2020 = 100",118.6,0.04
"202403","CPIA","10","Index : October 2019 - September 2020 = 100",114.5,0.11
"202403","CPIA","11","Index : October 2019 - September 2020 = 100",106.8,0.51
"202403","CPIA","12","Index : October 2019 - September 2020 = 100",105,5.5
"202403","CPIA","99","Index : October 2019 - September 2020 = 100",109.3,100
"202403","CPIA","1","Index : October 2019 - September 2020 = 100",110.8,0.17
"202403","CPIA","2","Index : October 2019 - September 2020 = 100",126.9,0.16
"202403","CPIA","3","Index : October 2019 - September 2020 = 100",110.6,0.6
"202403","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202403","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202403","CPIA","6","Index : October 2019 - September 2020 = 100",100.8,0.46
"202403","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202403","CPIA","8","Index : October 2019 - September 2020 = 100",101.2,1.82
"202404","CPIA","1","Index : October 2019 - September 2020 = 100",110.9,0.17
"202404","CPIA","2","Index : October 2019 - September 2020 = 100",129.3,0.16
"202404","CPIA","3","Index : October 2019 - September 2020 = 100",110.5,0.6
"202404","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202404","CPIA","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202404","CPIA","6","Index : October 2019 - September 2020 = 100",101.3,0.46
"202404","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202404","CPIA","8","Index : October 2019 - September 2020 = 100",101.2,1.82
"202404","CPIA","9","Index : October 2019 - September 2020 = 100",118.8,0.04
"202404","CPIA","10","Index : October 2019 - September 2020 = 100",114.5,0.11
"202404","CPIA","11","Index : October 2019 - September 2020 = 100",104.7,0.51
"202404","CPIA","12","Index : October 2019 - September 2020 = 100",104.9,5.5
"202404","CPIA","99","Index : October 2019 - September 2020 = 100",108.2,100
"202405","CPIA","12","Index : October 2019 - September 2020 = 100",104.8,5.5
"202405","CPIA","99","Index : October 2019 - September 2020 = 100",107.9,100
"202405","CPIA","1","Index : October 2019 - September 2020 = 100",110.8,0.17
"202405","CPIA","2","Index : October 2019 - September 2020 = 100",130.7,0.16
"202405","CPIA","3","Index : October 2019 - September 2020 = 100",111.3,0.6
"202405","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202405","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202405","CPIA","6","Index : October 2019 - September 2020 = 100",101.6,0.46
"202405","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202405","CPIA","8","Index : October 2019 - September 2020 = 100",101.2,1.82
"202405","CPIA","9","Index : October 2019 - September 2020 = 100",118.8,0.04
"202405","CPIA","10","Index : October 2019 - September 2020 = 100",114.5,0.11
"202405","CPIA","11","Index : October 2019 - September 2020 = 100",102,0.51
"202406","CPIA","1","Index : October 2019 - September 2020 = 100",105.4,0.17
"202406","CPIA","2","Index : October 2019 - September 2020 = 100",131,0.16
"202406","CPIA","3","Index : October 2019 - September 2020 = 100",111.3,0.6
"202406","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202406","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202406","CPIA","6","Index : October 2019 - September 2020 = 100",101.8,0.46
"202406","CPIA","7","Index : October 2019 - September 2020 = 100",110.6,0.2
"202406","CPIA","8","Index : October 2019 - September 2020 = 100",101.3,1.82
"202406","CPIA","9","Index : October 2019 - September 2020 = 100",118.8,0.04
"202406","CPIA","10","Index : October 2019 - September 2020 = 100",114.5,0.11
"202406","CPIA","11","Index : October 2019 - September 2020 = 100",103.7,0.51
"202406","CPIA","12","Index : October 2019 - September 2020 = 100",104.8,5.5
"202406","CPIA","99","Index : October 2019 - September 2020 = 100",108.7,100
"202407","CPIA","1","Index : October 2019 - September 2020 = 100",105.4,0.17
"202407","CPIA","2","Index : October 2019 - September 2020 = 100",132.6,0.16
"202407","CPIA","3","Index : October 2019 - September 2020 = 100",111.5,0.6
"202407","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202407","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202407","CPIA","6","Index : October 2019 - September 2020 = 100",102.2,0.46
"202407","CPIA","7","Index : October 2019 - September 2020 = 100",116.2,0.2
"202407","CPIA","8","Index : October 2019 - September 2020 = 100",102.4,1.82
"202407","CPIA","9","Index : October 2019 - September 2020 = 100",118.7,0.04
"202407","CPIA","10","Index : October 2019 - September 2020 = 100",114.5,0.11
"202407","CPIA","11","Index : October 2019 - September 2020 = 100",112,0.51
"202407","CPIA","12","Index : October 2019 - September 2020 = 100",106.1,5.5
"202407","CPIA","99","Index : October 2019 - September 2020 = 100",110.1,100
"202408","CPIA","1","Index : October 2019 - September 2020 = 100",105.6,0.17
"202408","CPIA","2","Index : October 2019 - September 2020 = 100",132.8,0.16
"202408","CPIA","3","Index : October 2019 - September 2020 = 100",111.5,0.6
"202408","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202408","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202408","CPIA","6","Index : October 2019 - September 2020 = 100",102.8,0.46
"202408","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202408","CPIA","8","Index : October 2019 - September 2020 = 100",102.8,1.82
"202408","CPIA","9","Index : October 2019 - September 2020 = 100",121.4,0.04
"202408","CPIA","10","Index : October 2019 - September 2020 = 100",115.7,0.11
"202408","CPIA","11","Index : October 2019 - September 2020 = 100",111.8,0.51
"202408","CPIA","12","Index : October 2019 - September 2020 = 100",106.5,5.5
"202408","CPIA","99","Index : October 2019 - September 2020 = 100",110.2,100
"202409","CPIA","99","Index : October 2019 - September 2020 = 100",110.3,100
"202409","CPIA","6","Index : October 2019 - September 2020 = 100",103,0.46
"202409","CPIA","11","Index : October 2019 - September 2020 = 100",103.1,0.51
"202409","CPIA","10","Index : October 2019 - September 2020 = 100",118.7,0.11
"202409","CPIA","9","Index : October 2019 - September 2020 = 100",122.5,0.04
"202409","CPIA","8","Index : October 2019 - September 2020 = 100",102.8,1.82
"202409","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202409","CPIA","12","Index : October 2019 - September 2020 = 100",105.9,5.5
"202409","CPIA","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202409","CPIA","4","Index : October 2019 - September 2020 = 100",102.1,1.42
"202409","CPIA","3","Index : October 2019 - September 2020 = 100",111.5,0.6
"202409","CPIA","2","Index : October 2019 - September 2020 = 100",132.6,0.16
"202409","CPIA","1","Index : October 2019 - September 2020 = 100",104.5,0.17
"202410","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202410","CPIA","6","Index : October 2019 - September 2020 = 100",103.3,0.46
"202410","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202410","CPIA","4","Index : October 2019 - September 2020 = 100",102.1,1.42
"202410","CPIA","3","Index : October 2019 - September 2020 = 100",111.7,0.6
"202410","CPIA","2","Index : October 2019 - September 2020 = 100",133.4,0.16
"202410","CPIA","99","Index : October 2019 - September 2020 = 100",110.5,100
"202410","CPIA","8","Index : October 2019 - September 2020 = 100",103.5,1.82
"202410","CPIA","9","Index : October 2019 - September 2020 = 100",122.3,0.04
"202410","CPIA","10","Index : October 2019 - September 2020 = 100",118.7,0.11
"202410","CPIA","11","Index : October 2019 - September 2020 = 100",101.6,0.51
"202410","CPIA","12","Index : October 2019 - September 2020 = 100",106.1,5.5
"202410","CPIA","1","Index : October 2019 - September 2020 = 100",104.5,0.17
"202411","CPIA","99","Index : October 2019 - September 2020 = 100",110.5,100
"202411","CPIA","12","Index : October 2019 - September 2020 = 100",105.9,5.5
"202411","CPIA","11","Index : October 2019 - September 2020 = 100",100.4,0.51
"202411","CPIA","10","Index : October 2019 - September 2020 = 100",118.7,0.11
"202411","CPIA","9","Index : October 2019 - September 2020 = 100",122.6,0.04
"202411","CPIA","6","Index : October 2019 - September 2020 = 100",103.4,0.46
"202411","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202411","CPIA","8","Index : October 2019 - September 2020 = 100",103.9,1.82
"202411","CPIA","5","Index : October 2019 - September 2020 = 100",112.2,0.01
"202411","CPIA","4","Index : October 2019 - September 2020 = 100",102,1.42
"202411","CPIA","3","Index : October 2019 - September 2020 = 100",111.3,0.6
"202411","CPIA","2","Index : October 2019 - September 2020 = 100",125.5,0.16
"202411","CPIA","1","Index : October 2019 - September 2020 = 100",105.2,0.17
"202412","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202412","CPIA","6","Index : October 2019 - September 2020 = 100",103.6,0.46
"202412","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202412","CPIA","4","Index : October 2019 - September 2020 = 100",102.1,1.42
"202412","CPIA","3","Index : October 2019 - September 2020 = 100",111.3,0.6
"202412","CPIA","2","Index : October 2019 - September 2020 = 100",127.7,0.16
"202412","CPIA","99","Index : October 2019 - September 2020 = 100",110.6,100
"202412","CPIA","8","Index : October 2019 - September 2020 = 100",104,1.82
"202412","CPIA","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202412","CPIA","10","Index : October 2019 - September 2020 = 100",118.7,0.11
"202412","CPIA","11","Index : October 2019 - September 2020 = 100",108.9,0.51
"202412","CPIA","12","Index : October 2019 - September 2020 = 100",106.6,5.5
"202412","CPIA","1","Index : October 2019 - September 2020 = 100",102.8,0.17
"202501","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202501","CPIA","8","Index : October 2019 - September 2020 = 100",104,1.82
"202501","CPIA","9","Index : October 2019 - September 2020 = 100",122.5,0.04
"202501","CPIA","10","Index : October 2019 - September 2020 = 100",118.8,0.11
"202501","CPIA","11","Index : October 2019 - September 2020 = 100",113.8,0.51
"202501","CPIA","12","Index : October 2019 - September 2020 = 100",108,5.5
"202501","CPIA","99","Index : October 2019 - September 2020 = 100",111.4,100
"202501","CPIA","1","Index : October 2019 - September 2020 = 100",102.8,0.17
"202501","CPIA","2","Index : October 2019 - September 2020 = 100",129.9,0.16
"202501","CPIA","3","Index : October 2019 - September 2020 = 100",111.4,0.6
"202501","CPIA","4","Index : October 2019 - September 2020 = 100",105.5,1.42
"202501","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202501","CPIA","6","Index : October 2019 - September 2020 = 100",103.7,0.46
"202502","CPIA","8","Index : October 2019 - September 2020 = 100",104,1.82
"202502","CPIA","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202502","CPIA","10","Index : October 2019 - September 2020 = 100",118.8,0.11
"202502","CPIA","11","Index : October 2019 - September 2020 = 100",105.4,0.51
"202502","CPIA","12","Index : October 2019 - September 2020 = 100",107.6,5.5
"202502","CPIA","99","Index : October 2019 - September 2020 = 100",111.5,100
"202502","CPIA","1","Index : October 2019 - September 2020 = 100",103.3,0.17
"202502","CPIA","2","Index : October 2019 - September 2020 = 100",132.9,0.16
"202502","CPIA","3","Index : October 2019 - September 2020 = 100",111.6,0.6
"202502","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.42
"202502","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202502","CPIA","6","Index : October 2019 - September 2020 = 100",103.9,0.46
"202502","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202503","CPIA","1","Index : October 2019 - September 2020 = 100",112.6,0.17
"202503","CPIA","2","Index : October 2019 - September 2020 = 100",132.5,0.16
"202503","CPIA","3","Index : October 2019 - September 2020 = 100",111.7,0.6
