"年月","指数类别","组别类别","基数年","指数","权数"
"201505","CPIA","12","Index : October 2014 - September 2015 = 100",100.3,6.75
"201506","CPIA","1","Index : October 2014 - September 2015 = 100",100,0.22
"201506","CPIA","2","Index : October 2014 - September 2015 = 100",101.9,0.15
"201506","CPIA","3","Index : October 2014 - September 2015 = 100",101.3,0.56
"201506","CPIA","4","Index : October 2014 - September 2015 = 100",100.4,1.83
"201506","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201506","CPIA","6","Index : October 2014 - September 2015 = 100",98.6,0.61
"201506","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201506","CPIA","8","Index : October 2014 - September 2015 = 100",101.9,2.03
"201506","CPIA","9","Index : October 2014 - September 2015 = 100",100.1,0.05
"201506","CPIA","10","Index : October 2014 - September 2015 = 100",99.5,0.13
"201506","CPIA","11","Index : October 2014 - September 2015 = 100",96.1,0.89
"201506","CPIA","12","Index : October 2014 - September 2015 = 100",100.2,6.75
"201506","CPIA","99","Index : October 2014 - September 2015 = 100",100,100
"201507","CPIA","6","Index : October 2014 - September 2015 = 100",97.6,0.61
"201507","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201507","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201507","CPIA","3","Index : October 2014 - September 2015 = 100",101.8,0.56
"201507","CPIA","2","Index : October 2014 - September 2015 = 100",100.1,0.15
"201507","CPIA","1","Index : October 2014 - September 2015 = 100",100,0.22
"201507","CPIA","99","Index : October 2014 - September 2015 = 100",100.3,100
"201507","CPIA","8","Index : October 2014 - September 2015 = 100",102.7,2.03
"201507","CPIA","9","Index : October 2014 - September 2015 = 100",100.1,0.05
"201507","CPIA","10","Index : October 2014 - September 2015 = 100",100.1,0.13
"201507","CPIA","11","Index : October 2014 - September 2015 = 100",100.1,0.89
"201507","CPIA","12","Index : October 2014 - September 2015 = 100",100.9,6.75
"201507","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201508","CPIA","6","Index : October 2014 - September 2015 = 100",97.8,0.61
"201508","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201508","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201508","CPIA","3","Index : October 2014 - September 2015 = 100",101.9,0.56
"201508","CPIA","2","Index : October 2014 - September 2015 = 100",98,0.15
"201508","CPIA","1","Index : October 2014 - September 2015 = 100",100,0.22
"201508","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201508","CPIA","99","Index : October 2014 - September 2015 = 100",95.2,100
"201508","CPIA","12","Index : October 2014 - September 2015 = 100",100.9,6.75
"201508","CPIA","11","Index : October 2014 - September 2015 = 100",100.4,0.89
"201508","CPIA","10","Index : October 2014 - September 2015 = 100",100,0.13
"201508","CPIA","9","Index : October 2014 - September 2015 = 100",100.1,0.05
"201508","CPIA","8","Index : October 2014 - September 2015 = 100",102.7,2.03
"201509","CPIA","1","Index : October 2014 - September 2015 = 100",98.8,0.22
"201509","CPIA","2","Index : October 2014 - September 2015 = 100",97,0.15
"201509","CPIA","3","Index : October 2014 - September 2015 = 100",101.9,0.56
"201509","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201509","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201509","CPIA","6","Index : October 2014 - September 2015 = 100",97.8,0.61
"201509","CPIA","99","Index : October 2014 - September 2015 = 100",100.4,100
"201509","CPIA","11","Index : October 2014 - September 2015 = 100",100.8,0.89
"201509","CPIA","10","Index : October 2014 - September 2015 = 100",103.4,0.13
"201509","CPIA","9","Index : October 2014 - September 2015 = 100",99.9,0.05
"201509","CPIA","8","Index : October 2014 - September 2015 = 100",102.7,2.03
"201509","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201509","CPIA","12","Index : October 2014 - September 2015 = 100",101,6.75
"201510","CPIA","10","Index : October 2014 - September 2015 = 100",103.4,0.13
"201510","CPIA","9","Index : October 2014 - September 2015 = 100",100,0.05
"201510","CPIA","12","Index : October 2014 - September 2015 = 100",100.5,6.75
"201510","CPIA","99","Index : October 2014 - September 2015 = 100",102.7,100
"201510","CPIA","11","Index : October 2014 - September 2015 = 100",98.1,0.89
"201510","CPIA","8","Index : October 2014 - September 2015 = 100",102.7,2.03
"201510","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201510","CPIA","6","Index : October 2014 - September 2015 = 100",97.2,0.61
"201510","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201510","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201510","CPIA","3","Index : October 2014 - September 2015 = 100",101.9,0.56
"201510","CPIA","2","Index : October 2014 - September 2015 = 100",96.1,0.15
"201510","CPIA","1","Index : October 2014 - September 2015 = 100",98.9,0.22
"201511","CPIA","10","Index : October 2014 - September 2015 = 100",103.4,0.13
"201511","CPIA","1","Index : October 2014 - September 2015 = 100",99.5,0.22
"201511","CPIA","12","Index : October 2014 - September 2015 = 100",100.5,6.75
"201511","CPIA","99","Index : October 2014 - September 2015 = 100",103,100
"201511","CPIA","11","Index : October 2014 - September 2015 = 100",97.9,0.89
"201511","CPIA","2","Index : October 2014 - September 2015 = 100",94.9,0.15
"201511","CPIA","3","Index : October 2014 - September 2015 = 100",102,0.56
"201511","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201511","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201511","CPIA","6","Index : October 2014 - September 2015 = 100",97.4,0.61
"201511","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201511","CPIA","8","Index : October 2014 - September 2015 = 100",102.7,2.03
"201511","CPIA","9","Index : October 2014 - September 2015 = 100",100,0.05
"201512","CPIA","10","Index : October 2014 - September 2015 = 100",103.5,0.13
"201512","CPIA","11","Index : October 2014 - September 2015 = 100",100.1,0.89
"201512","CPIA","12","Index : October 2014 - September 2015 = 100",100.8,6.75
"201512","CPIA","99","Index : October 2014 - September 2015 = 100",103.2,100
"201512","CPIA","9","Index : October 2014 - September 2015 = 100",100,0.05
"201512","CPIA","8","Index : October 2014 - September 2015 = 100",102.8,2.03
"201512","CPIA","1","Index : October 2014 - September 2015 = 100",96.6,0.22
"201512","CPIA","6","Index : October 2014 - September 2015 = 100",97.6,0.61
"201512","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201512","CPIA","4","Index : October 2014 - September 2015 = 100",100.4,1.83
"201512","CPIA","3","Index : October 2014 - September 2015 = 100",102.2,0.56
"201512","CPIA","2","Index : October 2014 - September 2015 = 100",94,0.15
"201512","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201601","CPIA","10","Index : October 2014 - September 2015 = 100",103.5,0.13
"201601","CPIA","9","Index : October 2014 - September 2015 = 100",99.8,0.05
"201601","CPIA","12","Index : October 2014 - September 2015 = 100",101.4,6.75
"201601","CPIA","99","Index : October 2014 - September 2015 = 100",103.4,100
"201601","CPIA","11","Index : October 2014 - September 2015 = 100",99.1,0.89
"201601","CPIA","8","Index : October 2014 - September 2015 = 100",104.9,2.03
"201601","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201601","CPIA","6","Index : October 2014 - September 2015 = 100",97.6,0.61
"201601","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201601","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201601","CPIA","3","Index : October 2014 - September 2015 = 100",103.2,0.56
"201601","CPIA","2","Index : October 2014 - September 2015 = 100",92.4,0.15
"201601","CPIA","1","Index : October 2014 - September 2015 = 100",96.9,0.22
"201602","CPIA","10","Index : October 2014 - September 2015 = 100",103.7,0.13
"201602","CPIA","1","Index : October 2014 - September 2015 = 100",96.6,0.22
"201602","CPIA","12","Index : October 2014 - September 2015 = 100",100.8,6.75
"201602","CPIA","99","Index : October 2014 - September 2015 = 100",104.9,100
"201602","CPIA","11","Index : October 2014 - September 2015 = 100",100,0.89
"201602","CPIA","2","Index : October 2014 - September 2015 = 100",90.9,0.15
"201602","CPIA","3","Index : October 2014 - September 2015 = 100",103.6,0.56
"201602","CPIA","4","Index : October 2014 - September 2015 = 100",100.4,1.83
"201602","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201602","CPIA","6","Index : October 2014 - September 2015 = 100",97.7,0.61
"201602","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201602","CPIA","8","Index : October 2014 - September 2015 = 100",102.7,2.03
"201602","CPIA","9","Index : October 2014 - September 2015 = 100",100,0.05
"201603","CPIA","10","Index : October 2014 - September 2015 = 100",103.5,0.13
"201603","CPIA","1","Index : October 2014 - September 2015 = 100",98.8,0.22
"201603","CPIA","12","Index : October 2014 - September 2015 = 100",100.7,6.75
"201603","CPIA","99","Index : October 2014 - September 2015 = 100",104.4,100
"201603","CPIA","11","Index : October 2014 - September 2015 = 100",98.1,0.89
"201603","CPIA","2","Index : October 2014 - September 2015 = 100",91.5,0.15
"201603","CPIA","3","Index : October 2014 - September 2015 = 100",103.7,0.56
"201603","CPIA","4","Index : October 2014 - September 2015 = 100",100.4,1.83
"201603","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201603","CPIA","6","Index : October 2014 - September 2015 = 100",97.6,0.61
"201603","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201603","CPIA","8","Index : October 2014 - September 2015 = 100",102.8,2.03
"201603","CPIA","9","Index : October 2014 - September 2015 = 100",100,0.05
"201604","CPIA","10","Index : October 2014 - September 2015 = 100",103.2,0.13
"201604","CPIA","11","Index : October 2014 - September 2015 = 100",98.5,0.89
"201604","CPIA","12","Index : October 2014 - September 2015 = 100",101.4,6.75
"201604","CPIA","99","Index : October 2014 - September 2015 = 100",102.7,100
"201604","CPIA","9","Index : October 2014 - September 2015 = 100",100,0.05
"201604","CPIA","8","Index : October 2014 - September 2015 = 100",104.9,2.03
"201604","CPIA","1","Index : October 2014 - September 2015 = 100",98.7,0.22
"201604","CPIA","6","Index : October 2014 - September 2015 = 100",97.8,0.61
"201604","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201604","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201604","CPIA","3","Index : October 2014 - September 2015 = 100",104,0.56
"201604","CPIA","2","Index : October 2014 - September 2015 = 100",92.4,0.15
"201604","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201605","CPIA","1","Index : October 2014 - September 2015 = 100",99.2,0.22
"201605","CPIA","2","Index : October 2014 - September 2015 = 100",94.6,0.15
"201605","CPIA","3","Index : October 2014 - September 2015 = 100",104.2,0.56
"201605","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201605","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201605","CPIA","6","Index : October 2014 - September 2015 = 100",97.5,0.61
"201605","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201605","CPIA","8","Index : October 2014 - September 2015 = 100",104.9,2.03
"201605","CPIA","9","Index : October 2014 - September 2015 = 100",100.1,0.05
"201605","CPIA","10","Index : October 2014 - September 2015 = 100",103.9,0.13
"201605","CPIA","11","Index : October 2014 - September 2015 = 100",99.3,0.89
"201605","CPIA","12","Index : October 2014 - September 2015 = 100",101.6,6.75
"201605","CPIA","99","Index : October 2014 - September 2015 = 100",102.5,100
"201606","CPIA","3","Index : October 2014 - September 2015 = 100",104.2,0.56
"201606","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201606","CPIA","99","Index : October 2014 - September 2015 = 100",102.5,100
"201606","CPIA","12","Index : October 2014 - September 2015 = 100",101.6,6.75
"201606","CPIA","11","Index : October 2014 - September 2015 = 100",98.4,0.89
"201606","CPIA","10","Index : October 2014 - September 2015 = 100",104,0.13
"201606","CPIA","8","Index : October 2014 - September 2015 = 100",105.4,2.03
"201606","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201606","CPIA","6","Index : October 2014 - September 2015 = 100",97.6,0.61
"201606","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201606","CPIA","1","Index : October 2014 - September 2015 = 100",99.1,0.22
"201606","CPIA","2","Index : October 2014 - September 2015 = 100",95.3,0.15
"201606","CPIA","9","Index : October 2014 - September 2015 = 100",100.2,0.05
"201607","CPIA","2","Index : October 2014 - September 2015 = 100",93.7,0.15
"201607","CPIA","1","Index : October 2014 - September 2015 = 100",97.8,0.22
"201607","CPIA","99","Index : October 2014 - September 2015 = 100",102.7,100
"201607","CPIA","12","Index : October 2014 - September 2015 = 100",101.4,6.75
"201607","CPIA","11","Index : October 2014 - September 2015 = 100",100.4,0.89
"201607","CPIA","10","Index : October 2014 - September 2015 = 100",104,0.13
"201607","CPIA","9","Index : October 2014 - September 2015 = 100",94.8,0.05
"201607","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201607","CPIA","6","Index : October 2014 - September 2015 = 100",97.7,0.61
"201607","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201607","CPIA","3","Index : October 2014 - September 2015 = 100",104.7,0.56
"201607","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201607","CPIA","8","Index : October 2014 - September 2015 = 100",104.1,2.03
"201608","CPIA","10","Index : October 2014 - September 2015 = 100",104,0.13
"201608","CPIA","9","Index : October 2014 - September 2015 = 100",94.8,0.05
"201608","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201608","CPIA","6","Index : October 2014 - September 2015 = 100",97.8,0.61
"201608","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201608","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201608","CPIA","3","Index : October 2014 - September 2015 = 100",104.8,0.56
"201608","CPIA","2","Index : October 2014 - September 2015 = 100",92.9,0.15
"201608","CPIA","1","Index : October 2014 - September 2015 = 100",99,0.22
"201608","CPIA","8","Index : October 2014 - September 2015 = 100",104.1,2.03
"201608","CPIA","99","Index : October 2014 - September 2015 = 100",102.8,100
"201608","CPIA","12","Index : October 2014 - September 2015 = 100",102.4,6.75
"201608","CPIA","11","Index : October 2014 - September 2015 = 100",107.3,0.89
"201609","CPIA","1","Index : October 2014 - September 2015 = 100",99.6,0.22
"201609","CPIA","2","Index : October 2014 - September 2015 = 100",95.3,0.15
"201609","CPIA","3","Index : October 2014 - September 2015 = 100",104.8,0.56
"201609","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201609","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201609","CPIA","6","Index : October 2014 - September 2015 = 100",97.9,0.61
"201609","CPIA","99","Index : October 2014 - September 2015 = 100",103.7,100
"201609","CPIA","8","Index : October 2014 - September 2015 = 100",104.4,2.03
"201609","CPIA","9","Index : October 2014 - September 2015 = 100",94.8,0.05
"201609","CPIA","12","Index : October 2014 - September 2015 = 100",102.3,6.75
"201609","CPIA","11","Index : October 2014 - September 2015 = 100",104.7,0.89
"201609","CPIA","10","Index : October 2014 - September 2015 = 100",110.2,0.13
"201609","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201610","CPIA","6","Index : October 2014 - September 2015 = 100",98,0.61
"201610","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201610","CPIA","4","Index : October 2014 - September 2015 = 100",100.4,1.83
"201610","CPIA","3","Index : October 2014 - September 2015 = 100",106.2,0.56
"201610","CPIA","2","Index : October 2014 - September 2015 = 100",96.6,0.15
"201610","CPIA","1","Index : October 2014 - September 2015 = 100",99.6,0.22
"201610","CPIA","99","Index : October 2014 - September 2015 = 100",103.8,100
"201610","CPIA","8","Index : October 2014 - September 2015 = 100",104.4,2.03
"201610","CPIA","9","Index : October 2014 - September 2015 = 100",94.8,0.05
"201610","CPIA","10","Index : October 2014 - September 2015 = 100",110.2,0.13
"201610","CPIA","11","Index : October 2014 - September 2015 = 100",103.3,0.89
"201610","CPIA","12","Index : October 2014 - September 2015 = 100",102.3,6.75
"201610","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201611","CPIA","6","Index : October 2014 - September 2015 = 100",98.3,0.61
"201611","CPIA","5","Index : October 2014 - September 2015 = 100",97,0.01
"201611","CPIA","4","Index : October 2014 - September 2015 = 100",98.4,1.83
"201611","CPIA","3","Index : October 2014 - September 2015 = 100",106,0.56
"201611","CPIA","2","Index : October 2014 - September 2015 = 100",95.6,0.15
"201611","CPIA","1","Index : October 2014 - September 2015 = 100",99.2,0.22
"201611","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201611","CPIA","99","Index : October 2014 - September 2015 = 100",104.2,100
"201611","CPIA","12","Index : October 2014 - September 2015 = 100",102,6.75
"201611","CPIA","11","Index : October 2014 - September 2015 = 100",101.2,0.89
"201611","CPIA","10","Index : October 2014 - September 2015 = 100",110.2,0.13
"201611","CPIA","9","Index : October 2014 - September 2015 = 100",94.5,0.05
"201611","CPIA","8","Index : October 2014 - September 2015 = 100",106.2,2.03
"201612","CPIA","1","Index : October 2014 - September 2015 = 100",99.2,0.22
"201612","CPIA","2","Index : October 2014 - September 2015 = 100",97.5,0.15
"201612","CPIA","3","Index : October 2014 - September 2015 = 100",105.9,0.56
"201612","CPIA","4","Index : October 2014 - September 2015 = 100",98,1.83
"201612","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201612","CPIA","6","Index : October 2014 - September 2015 = 100",98.6,0.61
"201612","CPIA","99","Index : October 2014 - September 2015 = 100",104.3,100
"201612","CPIA","11","Index : October 2014 - September 2015 = 100",103.6,0.89
"201612","CPIA","10","Index : October 2014 - September 2015 = 100",110.3,0.13
"201612","CPIA","9","Index : October 2014 - September 2015 = 100",94.8,0.05
"201612","CPIA","8","Index : October 2014 - September 2015 = 100",106.2,2.03
"201612","CPIA","7","Index : October 2014 - September 2015 = 100",100.1,0.27
"201612","CPIA","12","Index : October 2014 - September 2015 = 100",102.2,6.75
"201701","CPIA","1","Index : October 2014 - September 2015 = 100",99.7,0.22
"201701","CPIA","2","Index : October 2014 - September 2015 = 100",98.2,0.15
"201701","CPIA","3","Index : October 2014 - September 2015 = 100",106.5,0.56
"201701","CPIA","4","Index : October 2014 - September 2015 = 100",98.1,1.83
"201701","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201701","CPIA","6","Index : October 2014 - September 2015 = 100",98.7,0.61
"201701","CPIA","7","Index : October 2014 - September 2015 = 100",100.3,0.27
"201701","CPIA","8","Index : October 2014 - September 2015 = 100",106.2,2.03
"201701","CPIA","9","Index : October 2014 - September 2015 = 100",96.7,0.05
"201701","CPIA","10","Index : October 2014 - September 2015 = 100",110.3,0.13
"201701","CPIA","11","Index : October 2014 - September 2015 = 100",106.2,0.89
"201701","CPIA","12","Index : October 2014 - September 2015 = 100",102.7,6.75
"201701","CPIA","99","Index : October 2014 - September 2015 = 100",104.2,100
"201702","CPIA","1","Index : October 2014 - September 2015 = 100",99.3,0.22
"201702","CPIA","2","Index : October 2014 - September 2015 = 100",99.3,0.15
"201702","CPIA","3","Index : October 2014 - September 2015 = 100",107.2,0.56
"201702","CPIA","4","Index : October 2014 - September 2015 = 100",100.5,1.83
"201702","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201702","CPIA","6","Index : October 2014 - September 2015 = 100",98.8,0.61
"201702","CPIA","7","Index : October 2014 - September 2015 = 100",100.3,0.27
"201702","CPIA","8","Index : October 2014 - September 2015 = 100",106.2,2.03
"201702","CPIA","9","Index : October 2014 - September 2015 = 100",96.7,0.05
"201702","CPIA","10","Index : October 2014 - September 2015 = 100",110.3,0.13
"201702","CPIA","11","Index : October 2014 - September 2015 = 100",103.4,0.89
"201702","CPIA","12","Index : October 2014 - September 2015 = 100",103.1,6.75
"201702","CPIA","99","Index : October 2014 - September 2015 = 100",104.3,100
"201703","CPIA","1","Index : October 2014 - September 2015 = 100",103.7,0.22
"201703","CPIA","2","Index : October 2014 - September 2015 = 100",98.1,0.15
"201703","CPIA","3","Index : October 2014 - September 2015 = 100",107.4,0.56
"201703","CPIA","4","Index : October 2014 - September 2015 = 100",100.3,1.83
"201703","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201703","CPIA","6","Index : October 2014 - September 2015 = 100",98.1,0.61
"201703","CPIA","7","Index : October 2014 - September 2015 = 100",100.3,0.27
"201703","CPIA","8","Index : October 2014 - September 2015 = 100",106.2,2.03
"201703","CPIA","9","Index : October 2014 - September 2015 = 100",96.7,0.05
"201703","CPIA","10","Index : October 2014 - September 2015 = 100",112.1,0.13
"201703","CPIA","11","Index : October 2014 - September 2015 = 100",102.9,0.89
"201703","CPIA","12","Index : October 2014 - September 2015 = 100",103.1,6.75
"201703","CPIA","99","Index : October 2014 - September 2015 = 100",104.5,100
"201704","CPIA","10","Index : October 2014 - September 2015 = 100",112.1,0.13
"201704","CPIA","11","Index : October 2014 - September 2015 = 100",103.4,0.89
"201704","CPIA","12","Index : October 2014 - September 2015 = 100",104,6.75
"201704","CPIA","99","Index : October 2014 - September 2015 = 100",105,100
"201704","CPIA","1","Index : October 2014 - September 2015 = 100",104.1,0.22
"201704","CPIA","2","Index : October 2014 - September 2015 = 100",98.2,0.15
"201704","CPIA","3","Index : October 2014 - September 2015 = 100",107.9,0.56
"201704","CPIA","4","Index : October 2014 - September 2015 = 100",100.2,1.83
"201704","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201704","CPIA","6","Index : October 2014 - September 2015 = 100",98.6,0.61
"201704","CPIA","7","Index : October 2014 - September 2015 = 100",107.8,0.27
"201704","CPIA","8","Index : October 2014 - September 2015 = 100",107.7,2.03
"201704","CPIA","9","Index : October 2014 - September 2015 = 100",101.1,0.05
"201705","CPIA","1","Index : October 2014 - September 2015 = 100",105.1,0.22
"201705","CPIA","2","Index : October 2014 - September 2015 = 100",97.6,0.15
"201705","CPIA","3","Index : October 2014 - September 2015 = 100",108,0.56
"201705","CPIA","4","Index : October 2014 - September 2015 = 100",97.3,1.83
"201705","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201705","CPIA","6","Index : October 2014 - September 2015 = 100",98.7,0.61
"201705","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201705","CPIA","8","Index : October 2014 - September 2015 = 100",107.7,2.03
"201705","CPIA","9","Index : October 2014 - September 2015 = 100",101.1,0.05
"201705","CPIA","10","Index : October 2014 - September 2015 = 100",112.1,0.13
"201705","CPIA","11","Index : October 2014 - September 2015 = 100",102.5,0.89
"201705","CPIA","12","Index : October 2014 - September 2015 = 100",103.2,6.75
"201705","CPIA","99","Index : October 2014 - September 2015 = 100",104.9,100
"201706","CPIA","3","Index : October 2014 - September 2015 = 100",108.1,0.56
"201706","CPIA","4","Index : October 2014 - September 2015 = 100",97.7,1.83
"201706","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201706","CPIA","6","Index : October 2014 - September 2015 = 100",98.9,0.61
"201706","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201706","CPIA","8","Index : October 2014 - September 2015 = 100",106.3,2.03
"201706","CPIA","9","Index : October 2014 - September 2015 = 100",101,0.05
"201706","CPIA","10","Index : October 2014 - September 2015 = 100",112.4,0.13
"201706","CPIA","11","Index : October 2014 - September 2015 = 100",102.6,0.89
"201706","CPIA","12","Index : October 2014 - September 2015 = 100",102.9,6.75
"201706","CPIA","99","Index : October 2014 - September 2015 = 100",104.9,100
"201706","CPIA","1","Index : October 2014 - September 2015 = 100",103.1,0.22
"201706","CPIA","2","Index : October 2014 - September 2015 = 100",96.4,0.15
"201707","CPIA","6","Index : October 2014 - September 2015 = 100",98.9,0.61
"201707","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201707","CPIA","4","Index : October 2014 - September 2015 = 100",100.2,1.83
"201707","CPIA","3","Index : October 2014 - September 2015 = 100",108.7,0.56
"201707","CPIA","2","Index : October 2014 - September 2015 = 100",96.1,0.15
"201707","CPIA","1","Index : October 2014 - September 2015 = 100",103.2,0.22
"201707","CPIA","99","Index : October 2014 - September 2015 = 100",105.2,100
"201707","CPIA","8","Index : October 2014 - September 2015 = 100",104.5,2.03
"201707","CPIA","9","Index : October 2014 - September 2015 = 100",103.3,0.05
"201707","CPIA","10","Index : October 2014 - September 2015 = 100",112.4,0.13
"201707","CPIA","11","Index : October 2014 - September 2015 = 100",105.3,0.89
"201707","CPIA","12","Index : October 2014 - September 2015 = 100",103.4,6.75
"201707","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201708","CPIA","6","Index : October 2014 - September 2015 = 100",98.9,0.61
"201708","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201708","CPIA","4","Index : October 2014 - September 2015 = 100",100.2,1.83
"201708","CPIA","3","Index : October 2014 - September 2015 = 100",109.2,0.56
"201708","CPIA","2","Index : October 2014 - September 2015 = 100",98.3,0.15
"201708","CPIA","1","Index : October 2014 - September 2015 = 100",103.3,0.22
"201708","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201708","CPIA","99","Index : October 2014 - September 2015 = 100",105.3,100
"201708","CPIA","12","Index : October 2014 - September 2015 = 100",103.1,6.75
"201708","CPIA","11","Index : October 2014 - September 2015 = 100",102.5,0.89
"201708","CPIA","10","Index : October 2014 - September 2015 = 100",112.4,0.13
"201708","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201708","CPIA","8","Index : October 2014 - September 2015 = 100",104.3,2.03
"201709","CPIA","1","Index : October 2014 - September 2015 = 100",102.7,0.22
"201709","CPIA","2","Index : October 2014 - September 2015 = 100",100.8,0.15
"201709","CPIA","3","Index : October 2014 - September 2015 = 100",109.2,0.56
"201709","CPIA","4","Index : October 2014 - September 2015 = 100",100.3,1.83
"201709","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201709","CPIA","6","Index : October 2014 - September 2015 = 100",99.1,0.61
"201709","CPIA","99","Index : October 2014 - September 2015 = 100",105.2,100
"201709","CPIA","11","Index : October 2014 - September 2015 = 100",103.3,0.89
"201709","CPIA","10","Index : October 2014 - September 2015 = 100",114,0.13
"201709","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201709","CPIA","8","Index : October 2014 - September 2015 = 100",104.6,2.03
"201709","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201709","CPIA","12","Index : October 2014 - September 2015 = 100",103.4,6.75
"201710","CPIA","99","Index : October 2014 - September 2015 = 100",105.5,100
"201710","CPIA","12","Index : October 2014 - September 2015 = 100",102.2,6.75
"201710","CPIA","11","Index : October 2014 - September 2015 = 100",100.6,0.89
"201710","CPIA","10","Index : October 2014 - September 2015 = 100",114.3,0.13
"201710","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201710","CPIA","8","Index : October 2014 - September 2015 = 100",102.1,2.03
"201710","CPIA","2","Index : October 2014 - September 2015 = 100",101,0.15
"201710","CPIA","6","Index : October 2014 - September 2015 = 100",99.2,0.61
"201710","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201710","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201710","CPIA","3","Index : October 2014 - September 2015 = 100",108.3,0.56
"201710","CPIA","1","Index : October 2014 - September 2015 = 100",102.7,0.22
"201710","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201711","CPIA","5","Index : October 2014 - September 2015 = 100",97,0.01
"201711","CPIA","99","Index : October 2014 - September 2015 = 100",105.8,100
"201711","CPIA","12","Index : October 2014 - September 2015 = 100",102.8,6.75
