"年月","关口","抵港或离港","人次"
"202311","STK","DB",0
"202311","SZB","AV",1189447
"202311","SZB","DB",1167857
"202311","ERLWK","AV",910791
"202311","ERLWK","DB",878108
"202311","HKZMB","AV",912578
"202311","HKZMB","DB",1084223
"202311","HYW","AV",928244
"202311","HYW","DB",788089
"202312","SZB","DB",1373669
"202312","SZB","AV",1374019
"202312","ERLWK","DB",1140885
"202312","HKZMB","AV",1195739
"202312","HKZMB","DB",1360877
"202312","HYW","AV",932452
"202312","HYW","DB",832697
"202312","AIR","AV",1792024
"202312","AIR","DB",1793866
"202312","HARB","AV",1565
"202312","HARB","DB",1362
"202312","MFT","AV",315744
"202312","MFT","DB",338117
"202312","CFT","AV",68392
"202312","CFT","DB",67643
"202312","RTT","AV",0
"202312","RTT","DB",0
"202312","KTCT","AV",30932
"202312","KTCT","DB",31735
"202312","HHS","AV",0
"202312","HHS","DB",0
"202312","LWT","AV",2566399
"202312","LWT","DB",2698779
"202312","LMCSL","AV",2287616
"202312","LMCSL","DB",2403907
"202312","LMC","AV",521091
"202312","LMC","DB",485730
"202312","MKT","AV",53048
"202312","MKT","DB",49979
"202312","STK","AV",0
"202312","STK","DB",0
"202312","ERLWK","AV",1194544
"202401","ERLWK","DB",987247
"202401","HKZMB","AV",1021695
"202401","SZB","DB",1262853
"202401","SZB","AV",1354677
"202401","STK","DB",0
"202401","STK","AV",0
"202401","MKT","DB",55028
"202401","MKT","AV",58426
"202401","LMC","DB",465178
"202401","LMC","AV",496780
"202401","LMCSL","DB",2207938
"202401","LMCSL","AV",2194442
"202401","LWT","DB",2539380
"202401","LWT","AV",2532611
"202401","HHS","DB",0
"202401","HHS","AV",0
"202401","KTCT","DB",30749
"202401","KTCT","AV",28943
"202401","RTT","DB",0
"202401","RTT","AV",0
"202401","CFT","DB",63208
"202401","CFT","AV",63868
"202401","MFT","DB",292240
"202401","MFT","AV",271706
"202401","HARB","DB",1412
"202401","HARB","AV",1700
"202401","AIR","DB",1575915
"202401","AIR","AV",1662137
"202401","HYW","DB",843588
"202401","HYW","AV",949564
"202401","HKZMB","DB",1074908
"202401","ERLWK","AV",1107492
"202402","RTT","DB",16
"202402","RTT","AV",14
"202402","CFT","DB",91520
"202402","CFT","AV",86143
"202402","MFT","DB",329214
"202402","MFT","AV",285450
"202402","HARB","DB",1249
"202402","HARB","AV",1545
"202402","AIR","DB",1592824
"202402","AIR","AV",1680833
"202402","HYW","DB",773772
"202402","HYW","AV",866756
"202402","HKZMB","DB",1345831
"202402","HKZMB","AV",1223879
"202402","ERLWK","DB",1160927
"202402","ERLWK","AV",1167505
"202402","SZB","DB",1334230
"202402","SZB","AV",1349870
"202402","STK","DB",0
"202402","STK","AV",0
"202402","MKT","DB",45869
"202402","MKT","AV",48752
"202402","LMC","DB",424020
"202402","LMC","AV",457040
"202402","LMCSL","DB",2013015
"202402","LMCSL","AV",1955649
"202402","LWT","DB",2415621
"202402","LWT","AV",2339508
"202402","HHS","DB",0
"202402","HHS","AV",0
"202402","KTCT","AV",28804
"202402","KTCT","DB",29481
"202403","ERLWK","AV",979940
"202403","ERLWK","DB",1092012
"202403","HKZMB","AV",1117753
"202403","HKZMB","DB",1384844
"202403","HYW","AV",1084979
"202403","HYW","DB",1003048
"202403","AIR","AV",1650185
"202403","AIR","DB",1783534
"202403","HARB","AV",1965
"202403","HARB","DB",1556
"202403","MFT","AV",275709
"202403","MFT","DB",303052
"202403","CFT","AV",55224
"202403","CFT","DB",66252
"202403","RTT","AV",0
"202403","RTT","DB",0
"202403","KTCT","AV",51297
"202403","KTCT","DB",53199
"202403","HHS","AV",0
"202403","HHS","DB",0
"202403","LWT","AV",2499647
"202403","LWT","DB",2694190
"202403","LMCSL","AV",2185235
"202403","LMCSL","DB",2406812
"202403","LMC","AV",501877
"202403","LMC","DB",476451
"202403","MKT","AV",52927
"202403","MKT","DB",57079
"202403","STK","AV",0
"202403","STK","DB",0
"202403","SZB","AV",1318691
"202403","SZB","DB",1405017
"202404","LMCSL","AV",2153888
"202404","LMCSL","DB",2086106
"202404","LWT","AV",2514241
"202404","HHS","DB",0
"202404","HHS","AV",0
"202404","KTCT","DB",35685
"202404","KTCT","AV",35519
"202404","RTT","DB",9
"202404","RTT","AV",7
"202404","CFT","DB",65170
"202404","CFT","AV",69911
"202404","MFT","DB",274406
"202404","MFT","AV",272736
"202404","HARB","DB",1357
"202404","HARB","AV",1758
"202404","AIR","DB",1606021
"202404","AIR","AV",1754667
"202404","HYW","DB",899802
"202404","HYW","AV",1046352
"202404","HKZMB","DB",1186300
"202404","HKZMB","AV",1156671
"202404","ERLWK","DB",964312
"202404","ERLWK","AV",1140045
"202404","SZB","DB",1252825
"202404","SZB","AV",1423804
"202404","STK","DB",0
"202404","STK","AV",0
"202404","MKT","DB",51450
"202404","MKT","AV",52924
"202404","LMC","DB",424392
"202404","LMC","AV",532555
"202404","LWT","DB",2410439
"202405","HYW","DB",985094
"202405","HYW","AV",1057006
"202405","HKZMB","DB",1118312
"202405","HKZMB","AV",1017842
"202405","ERLWK","DB",957205
"202405","ERLWK","AV",999882
"202405","SZB","DB",1324689
"202405","SZB","AV",1312240
"202405","STK","DB",0
"202405","STK","AV",0
"202405","MKT","DB",57136
"202405","MKT","AV",57281
"202405","LMC","DB",480549
"202405","LMC","AV",500840
"202405","LMCSL","DB",2251810
"202405","LMCSL","AV",2182093
"202405","LWT","DB",2582418
"202405","LWT","AV",2514107
"202405","HHS","DB",0
"202405","HHS","AV",0
"202405","KTCT","DB",9648
"202405","KTCT","AV",11194
"202405","RTT","DB",7
"202405","RTT","AV",7
"202405","CFT","DB",55530
"202405","CFT","AV",53741
"202405","MFT","DB",286175
"202405","MFT","AV",269629
"202405","HARB","DB",1687
"202405","HARB","AV",1647
"202405","AIR","AV",1631756
"202405","AIR","DB",1596816
"202406","AIR","AV",1711061
"202406","AIR","DB",1711629
"202406","HARB","AV",1364
"202406","HARB","DB",1449
"202406","MFT","AV",270742
"202406","MFT","DB",296406
"202406","CFT","AV",42082
"202406","CFT","DB",47038
"202406","RTT","AV",6
"202406","RTT","DB",0
"202406","KTCT","AV",3785
"202406","KTCT","DB",3820
"202406","HHS","AV",0
"202406","HHS","DB",0
"202406","LWT","AV",2520638
"202406","LWT","DB",2647462
"202406","LMCSL","AV",2151952
"202406","LMCSL","DB",2314443
"202406","LMC","AV",515263
"202406","LMC","DB",460958
"202406","MKT","AV",54104
"202406","MKT","DB",57231
"202406","STK","AV",0
"202406","STK","DB",0
"202406","SZB","AV",1319548
"202406","SZB","DB",1368772
"202406","ERLWK","AV",984131
"202406","ERLWK","DB",1010202
"202406","HKZMB","AV",1044506
"202406","HKZMB","DB",1207867
"202406","HYW","AV",1051164
"202406","HYW","DB",1023114
"202407","KTCT","DB",4221
"202407","HYW","DB",1031171
"202407","HHS","DB",0
"202407","LWT","AV",2727399
"202407","LWT","DB",2709239
"202407","LMCSL","AV",2288871
"202407","LMCSL","DB",2299533
"202407","LMC","AV",556903
"202407","LMC","DB",471869
"202407","MKT","AV",57833
"202407","MKT","DB",56508
"202407","STK","AV",0
"202407","STK","DB",0
"202407","SZB","AV",1513275
"202407","SZB","DB",1411883
"202407","ERLWK","AV",1228145
"202407","AIR","AV",1885365
"202407","AIR","DB",1897241
"202407","HARB","AV",1492
"202407","HARB","DB",1397
"202407","MFT","AV",291178
"202407","MFT","DB",304231
"202407","CFT","AV",45817
"202407","CFT","DB",43209
"202407","RTT","AV",7
"202407","RTT","DB",7
"202407","KTCT","AV",4200
"202407","ERLWK","DB",1135750
"202407","HKZMB","AV",1197943
"202407","HKZMB","DB",1267801
"202407","HYW","AV",1163309
"202407","HHS","AV",0
"202408","HKZMB","AV",1278821
"202408","ERLWK","DB",1312920
"202408","HYW","AV",1211879
"202408","HYW","DB",1111903
"202408","AIR","AV",2048350
"202408","AIR","DB",1871407
"202408","HARB","AV",1595
"202408","HARB","DB",1419
"202408","MFT","AV",309070
"202408","MFT","DB",342847
"202408","CFT","AV",49174
"202408","CFT","DB",48365
"202408","RTT","AV",1
"202408","RTT","DB",1
"202408","KTCT","AV",3505
"202408","KTCT","DB",3678
"202408","LWT","AV",2908438
"202408","LWT","DB",3016897
"202408","LMCSL","AV",2451642
"202408","LMCSL","DB",2545976
"202408","LMC","AV",581717
"202408","LMC","DB",520895
"202408","MKT","AV",58360
"202408","MKT","DB",57981
"202408","STK","AV",0
"202408","STK","DB",0
"202408","SZB","AV",1627705
"202408","SZB","DB",1584313
"202408","ERLWK","AV",1439338
"202408","HKZMB","DB",1447229
"202409","MKT","AV",68823
"202409","LMC","DB",432203
"202409","STK","AV",0
"202409","STK","DB",0
"202409","SZB","AV",1407390
"202409","SZB","DB",1325032
"202409","ERLWK","AV",967095
"202409","ERLWK","DB",899476
"202409","HKZMB","AV",948351
"202409","HKZMB","DB",1010477
"202409","HYW","AV",1094957
"202409","HYW","DB",1005319
"202409","AIR","AV",1518780
"202409","AIR","DB",1574834
"202409","HARB","AV",1457
"202409","HARB","DB",1407
"202409","MFT","AV",257958
"202409","MFT","DB",266187
"202409","CFT","AV",28151
"202409","CFT","DB",26321
"202409","RTT","AV",0
"202409","RTT","DB",0
"202409","KTCT","AV",6870
"202409","KTCT","DB",9518
"202409","LWT","AV",2589982
"202409","LWT","DB",2623647
"202409","LMCSL","AV",2177205
"202409","LMCSL","DB",2217426
"202409","LMC","AV",515066
"202409","MKT","DB",67386
"202410","AIR","AV",1880297
"202410","HYW","DB",1131026
"202410","HARB","AV",1629
"202410","HARB","DB",1808
"202410","MFT","AV",286138
"202410","MFT","DB",310384
"202410","CFT","AV",44723
"202410","CFT","DB",40152
"202410","RTT","AV",0
"202410","RTT","DB",0
"202410","KTCT","AV",30594
"202410","KTCT","DB",29600
"202410","LWT","AV",2849073
"202410","LWT","DB",2927711
"202410","LMCSL","AV",2459595
"202410","LMCSL","DB",2512641
"202410","LMC","AV",561752
"202410","LMC","DB",525244
"202410","MKT","AV",80617
"202410","MKT","DB",78768
"202410","STK","AV",0
"202410","STK","DB",0
"202410","SZB","AV",1559599
"202410","SZB","DB",1561929
"202410","ERLWK","AV",1149922
"202410","ERLWK","DB",1110313
"202410","HKZMB","AV",1138827
"202410","HKZMB","DB",1288702
"202410","HYW","AV",1271299
"202410","AIR","DB",1678175
"202411","HYW","AV",1271770
"202411","HYW","DB",1142570
"202411","LMC","AV",518570
"202411","LMC","DB",471034
"202411","MKT","AV",74381
"202411","MKT","DB",75361
"202411","STK","AV",0
"202411","STK","DB",0
"202411","AIR","AV",1750641
"202411","AIR","DB",1729263
"202411","HARB","AV",1842
"202411","HARB","DB",1656
"202411","MFT","AV",268468
"202411","MFT","DB",299015
"202411","CFT","AV",31232
"202411","CFT","DB",30686
"202411","RTT","AV",5
"202411","RTT","DB",0
"202411","KTCT","AV",18557
"202411","KTCT","DB",15672
"202411","LWT","AV",2730728
"202411","LWT","DB",2827486
"202411","LMCSL","AV",2317847
"202411","LMCSL","DB",2423438
"202411","SZB","AV",1496453
"202411","SZB","DB",1492318
"202411","ERLWK","AV",1064034
"202411","ERLWK","DB",1029980
"202411","HKZMB","AV",1031559
"202411","HKZMB","DB",1211714
"202412","AIR","AV",2045332
"202412","HYW","DB",1173657
"202412","HARB","AV",1361
"202412","HARB","DB",1217
"202412","MFT","AV",322868
"202412","MFT","DB",345509
"202412","CFT","AV",53782
"202412","CFT","DB",52447
"202412","RTT","AV",0
"202412","RTT","DB",0
"202412","KTCT","AV",36957
"202412","KTCT","DB",36252
"202412","LWT","AV",3007629
"202412","LWT","DB",3087679
"202412","LMCSL","AV",2582306
"202412","LMCSL","DB",2673049
"202412","LMC","AV",603144
"202412","LMC","DB",563137
"202412","MKT","AV",78372
"202412","MKT","DB",78570
"202412","STK","AV",0
"202412","STK","DB",0
"202412","SZB","AV",1749868
"202412","SZB","DB",1721762
"202412","ERLWK","AV",1348743
"202412","ERLWK","DB",1287337
"202412","HKZMB","AV",1311189
"202412","HKZMB","DB",1434640
"202412","HYW","AV",1307239
"202412","AIR","DB",2038511
"202501","AIR","AV",1943011
"202501","AIR","DB",2024893
"202501","HARB","AV",1751
"202501","HARB","DB",1252
"202501","MFT","AV",298208
"202501","MFT","DB",328850
"202501","CFT","AV",43385
"202501","RTT","AV",0
"202501","RTT","DB",1
"202501","KTCT","AV",35908
"202501","KTCT","DB",36383
"202501","LWT","AV",2784201
"202501","LWT","DB",3037408
"202501","LMCSL","AV",2354068
"202501","LMCSL","DB",2478479
"202501","LMC","AV",580270
"202501","LMC","DB",557419
"202501","MKT","AV",79609
"202501","MKT","DB",80816
"202501","STK","AV",0
"202501","STK","DB",0
"202501","SZB","AV",1788534
"202501","SZB","DB",1869698
"202501","ERLWK","AV",1322700
"202501","ERLWK","DB",1357480
"202501","HKZMB","AV",1202411
"202501","CFT","DB",49032
"202501","HKZMB","DB",1448578
"202501","HYW","AV",1233371
"202501","HYW","DB",1137323
"202502","AIR","AV",1803727
"202502","AIR","DB",1541530
"202502","HARB","AV",1189
"202502","HARB","DB",1098
"202502","MFT","AV",279298
"202502","MFT","DB",294514
"202502","CFT","AV",42030
"202502","CFT","DB",33130
"202502","RTT","AV",0
"202502","RTT","DB",12
"202502","KTCT","AV",13961
"202502","KTCT","DB",13779
"202502","LWT","AV",2573290
"202502","LWT","DB",2425345
"202502","LMCSL","AV",2145255
"202502","LMCSL","DB",2084811
"202502","LMC","AV",517855
"202502","LMC","DB",459263
"202502","MKT","AV",73909
"202502","MKT","DB",71336
"202502","STK","AV",0
"202502","STK","DB",0
"202502","SZB","AV",1617713
"202502","SZB","DB",1456274
"202502","ERLWK","AV",1173729
"202502","ERLWK","DB",1010585
"202502","HKZMB","AV",1202963
"202502","HKZMB","DB",1225745
"202502","HYW","AV",1090672
"202502","HYW","DB",972205
"202503","ERLWK","DB",1120180
"202503","HKZMB","AV",1139302
"202503","HKZMB","DB",1349144
"202503","HYW","AV",1368832
"202503","HYW","DB",1196221
"202503","AIR","AV",1780192
"202503","AIR","DB",1754495
"202503","HARB","AV",1676
"202503","HARB","DB",1116
"202503","MFT","AV",274351
"202503","MFT","DB",283939
"202503","CFT","AV",31744
"202503","CFT","DB",30823
"202503","RTT","AV",0
"202503","RTT","DB",0
"202503","KTCT","AV",26314
"202503","KTCT","DB",26567
"202503","LWT","AV",2877300
"202503","LWT","DB",2912859
"202503","LMCSL","AV",2431723
"202503","LMCSL","DB",2498272
"202503","LMC","AV",578179
"202503","LMC","DB",513389
"202503","MKT","AV",88182
"202503","MKT","DB",87928
"202503","STK","AV",0
"202503","STK","DB",0
"202503","SZB","AV",1777341
"202503","SZB","DB",1742281
"202503","ERLWK","AV",1152436
"202504","AIR","AV",2008438
"202504","SZB","AV",1919300
"202504","SZB","DB",1857083
"202504","ERLWK","AV",1411459
"202504","ERLWK","DB",1345519
"202504","HKZMB","AV",1321495
"202504","HKZMB","DB",1487980
"202504","HYW","AV",1261040
"202504","HYW","DB",1134884
"202504","AIR","DB",2038896
"202504","HARB","AV",1460
"202504","HARB","DB",1175
"202504","MFT","AV",289734
"202504","MFT","DB",300427
"202504","CFT","AV",44714
"202504","CFT","DB",45599
"202504","RTT","AV",0
"202504","RTT","DB",12
"202504","KTCT","AV",28221
"202504","KTCT","DB",28567
"202504","LWT","AV",2867600
"202504","LWT","DB",2942578
"202504","LMCSL","AV",2401110
"202504","LMCSL","DB",2482635
"202504","LMC","AV",627117
"202504","LMC","DB",564666
"202504","MKT","AV",82528
"202504","MKT","DB",81826
"202504","STK","AV",0
"202504","STK","DB",0
"202505","AIR","AV",1830935
"202505","AIR","DB",1779224
"202505","HARB","AV",1424
"202505","HARB","DB",1387
"202505","MFT","AV",284772
"202505","MFT","DB",312597
"202505","CFT","AV",37312
"202505","CFT","DB",35233
"202505","RTT","AV",8
"202505","RTT","DB",14
"202505","KTCT","AV",9285
"202505","KTCT","DB",9528
"202505","LWT","AV",2826572
"202505","LWT","DB",2980963
"202505","LMCSL","AV",2379763
"202505","LMCSL","DB",2482024
"202505","LMC","AV",614496
"202505","LMC","DB",610863
"202505","MKT","AV",92429
"202505","MKT","DB",89905
"202505","STK","AV",0
"202505","STK","DB",0
"202505","SZB","AV",1800400
"202505","SZB","DB",1825009
"202505","ERLWK","AV",1260218
"202505","ERLWK","DB",1173843
"202505","HKZMB","AV",1187374
"202505","HKZMB","DB",1337032
"202505","HYW","AV",1236217
"202505","HYW","DB",1174347
"202506","AIR","AV",1738199
"202506","AIR","DB",1727775
"202506","HARB","AV",1187
"202506","HARB","DB",1190
"202506","MFT","AV",259477
"202506","MFT","DB",281609
"202506","CFT","AV",26879
"202506","CFT","DB",26484
"202506","RTT","AV",8
"202506","RTT","DB",0
"202506","KTCT","AV",9207
"202506","KTCT","DB",10553
"202506","LWT","AV",2745327
"202506","LWT","DB",2787813
"202506","LMCSL","AV",2286245
"202506","LMCSL","DB",2358358
"202506","LMC","AV",578794
"202506","LMC","DB",529642
"202506","MKT","AV",83462
"202506","MKT","DB",84187
"202506","STK","AV",0
"202506","STK","DB",0
"202506","SZB","AV",1744309
"202506","SZB","DB",1717765
"202506","ERLWK","AV",1168049
"202506","ERLWK","DB",1119827
"202506","HKZMB","AV",1131418
"202506","HKZMB","DB",1199774
"202506","HYW","AV",1175682
"202506","HYW","DB",1104805
"202507","RTT","AV",7
"202507","RTT","DB",7
"202507","KTCT","AV",19745
"202507","KTCT","DB",19528
"202507","LWT","AV",2906511
"202507","LWT","DB",2979112
"202507","LMCSL","AV",2389772
"202507","LMCSL","DB",2443885
"202507","LMC","AV",617563
"202507","LMC","DB",554597
"202507","MKT","AV",75222
"202507","MKT","DB",77633
"202507","STK","AV",0
"202507","STK","DB",0
"202507","SZB","AV",1855959
"202507","SZB","DB",1796886
"202507","ERLWK","AV",1428777
"202507","ERLWK","DB",1321241
"202507","AIR","AV",1916470
"202507","AIR","DB",1949013
"202507","HARB","AV",1696
"202507","HARB","DB",1496
"202507","MFT","AV",273159
"202507","MFT","DB",298630
"202507","CFT","AV",32261
"202507","CFT","DB",31198
"202507","HKZMB","AV",1267244
"202507","HKZMB","DB",1387849
"202507","HYW","AV",1261423
"202507","HYW","DB",1138122
"202508","AIR","AV",2222009
"202508","AIR","DB",2030993
"202508","HARB","AV",1784
"202508","HARB","DB",1471
"202508","MFT","AV",290640
"202508","MFT","DB",324232
"202508","CFT","AV",38320
"202508","CFT","DB",35294
"202508","RTT","AV",0
"202508","RTT","DB",10
"202508","KTCT","AV",31415
"202508","KTCT","DB",31807
"202508","LWT","AV",3204692
"202508","LWT","DB",3320194
"202508","LMCSL","AV",2680187
"202508","LMCSL","DB",2715345
"202508","LMC","AV",674914
"202508","LMC","DB",633586
"202508","MKT","AV",79151
"202508","MKT","DB",80393
"202508","STK","AV",0
"202508","STK","DB",0
"202508","SZB","AV",2106260
"202508","SZB","DB",2024258
"202508","ERLWK","AV",1708744
"202508","ERLWK","DB",1514938
"202508","HKZMB","AV",1431868
"202508","HKZMB","DB",1581588
"202508","HYW","AV",1341864
"202508","HYW","DB",1216346
"202509","LWT","AV",2643251
"202509","LWT","DB",2730070
"202509","LMCSL","AV",2205496
"202509","LMCSL","DB",2257612
"202509","LMC","AV",535994
"202509","LMC","DB",487081
"202509","MKT","AV",90812
"202509","MKT","DB",88914
"202509","STK","AV",0
"202509","STK","DB",0
"202509","SZB","AV",1650324
"202509","SZB","DB",1586824
"202509","ERLWK","AV",1090806
"202509","ERLWK","DB",990612
"202509","HKZMB","AV",941567
"202509","HKZMB","DB",1009581
"202509","HYW","AV",1118346
"202509","HYW","DB",1055244
"202509","AIR","AV",1538373
"202509","AIR","DB",1617549
"202509","HARB","AV",1273
"202509","HARB","DB",1140
"202509","MFT","AV",212260
"202509","MFT","DB",230542
"202509","CFT","AV",19225
"202509","CFT","DB",18755
"202509","RTT","AV",23
"202509","RTT","DB",21
"202509","KTCT","AV",23891
"202509","KTCT","DB",24125
"202510","AIR","AV",2052360
"202510","HYW","DB",1234992
"202510","HARB","AV",1538
"202510","HARB","DB",1460
"202510","MFT","AV",268309
"202510","MFT","DB",303967
"202510","CFT","AV",38694
"202510","CFT","DB",38104
"202510","RTT","AV",0
"202510","RTT","DB",5
"202510","KTCT","AV",38186
"202510","KTCT","DB",37665
"202510","LWT","AV",3036278
"202510","LWT","DB",3166126
"202510","LMCSL","AV",2576488
"202510","LMCSL","DB",2655422
"202510","LMC","AV",622021
"202510","LMC","DB",615350
"202510","MKT","AV",107663
"202510","MKT","DB",103597
"202510","STK","AV",0
"202510","STK","DB",0
"202510","SZB","AV",1986570
"202510","SZB","DB",2019035
"202510","ERLWK","AV",1403412
"202510","ERLWK","DB",1334115
"202510","HKZMB","AV",1199899
"202510","HKZMB","DB",1326213
"202510","HYW","AV",1337003
"202510","AIR","DB",1884909
"202511","ERLWK","DB",1214153
"202511","HKZMB","AV",1159323
"202511","HKZMB","DB",1287151
"202511","HYW","AV",1425644
"202511","HYW","DB",1292729
"202511","AIR","AV",1929018
"202511","AIR","DB",1850780
"202511","HARB","AV",1719
"202511","HARB","DB",1270
"202511","MFT","AV",272059
"202511","MFT","DB",307482
"202511","CFT","AV",31884
"202511","CFT","DB",31020
"202511","RTT","AV",0
"202511","RTT","DB",2
"202511","KTCT","AV",32239
"202511","KTCT","DB",32581
"202511","LWT","AV",3063205
"202511","LWT","DB",3133871
"202511","LMCSL","AV",2592274
"202511","LMCSL","DB",2670662
"202511","LMC","AV",623065
"202511","LMC","DB",586161
"202511","MKT","AV",108673
"202511","MKT","DB",104904
"202511","STK","AV",0
"202511","STK","DB",0
"202511","SZB","AV",1990968
"202511","SZB","DB",1945959
"202511","ERLWK","AV",1321508
"202512","AIR","AV",2182630
"202512","STK","DB",0
"202512","HARB","AV",1515
"202512","HARB","DB",1620
"202512","HYW","DB",1319912
"202512","SZB","AV",2158720
"202512","SZB","DB",2170237
"202512","ERLWK","AV",1530264
"202512","ERLWK","DB",1455372
"202512","HKZMB","AV",1381890
"202512","HKZMB","DB",1546496
"202512","HYW","AV",1421305
"202512","MFT","AV",300122
"202512","MFT","DB",337533
"202512","CFT","AV",39776
"202512","CFT","DB",39266
"202512","RTT","AV",0
"202512","RTT","DB",7
"202512","KTCT","AV",48851
"202512","KTCT","DB",48894
"202512","LWT","AV",3154673
"202512","LWT","DB",3299752
"202512","LMCSL","AV",2663493
"202512","LMCSL","DB",2805631
"202512","LMC","AV",665438
"202512","LMC","DB",647882
"202512","MKT","AV",101323
"202512","MKT","DB",102020
"202512","STK","AV",0
"202512","AIR","DB",2178135
"202601","AIR","AV",2008606
"202601","HYW","DB",1346746
"202601","HARB","AV",1463
"202601","HARB","DB",1133
"202601","MFT","AV",280217
"202601","MFT","DB",293561
"202601","CFT","AV",33692
"202601","CFT","DB",31184
"202601","RTT","AV",8
"202601","RTT","DB",2
"202601","KTCT","AV",53241
"202601","KTCT","DB",52276
"202601","LWT","AV",3175950
"202601","LWT","DB",3265096
"202601","LMCSL","AV",2715762
"202601","LMCSL","DB",2755410
"202601","LMC","AV",648897
"202601","LMC","DB",632051
"202601","MKT","AV",110940
"202601","MKT","DB",108708
"202601","STK","AV",0
"202601","STK","DB",0
"202601","SZB","AV",2159871
"202601","SZB","DB",2093350
"202601","ERLWK","AV",1448368
"202601","ERLWK","DB",1264375
"202601","HKZMB","AV",1225153
"202601","HKZMB","DB",1346397
"202601","HYW","AV",1450582
"202601","AIR","DB",1878390
