Year,Month_Num,Checkpoint,Checkpoint_Type,Has_Vehicle_Data,Direction,Mainland_Visitors,Mainland_Visitors_MoM,Mainland_Visitors_YoY,Total_Passengers,Total_Passengers_MoM,Total_Passengers_YoY,Private_Cars,Tour_Buses,Cross_Border_Shuttle_Buses,Trucks_Containers
2025,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,393501,67.16,2.14,1387905,15.67,9.47,167064,6280,21970,14980
2025,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,449693,14.28,3.0,1581680,13.96,9.28,187035,7067,23712,15732
2025,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,191547,-57.4,-9.7,1009666,-36.16,-0.09,147736,5522,17753,17404
2025,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,321760,67.98,-8.52,1326297,31.36,2.91,196820,6963,20063,18501
2021,1,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,2,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,3,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,4,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,5,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,6,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,7,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,8,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,9,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,10,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,11,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,12,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,1,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,2,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,3,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,4,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,5,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,6,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,7,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,8,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,9,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,10,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,11,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2022,12,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,1,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,2,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,3,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,4,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,5,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,6,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,7,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,8,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,9,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,10,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,11,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2023,12,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,1,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,2,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,3,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,4,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,5,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,6,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,7,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,8,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,9,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,10,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,11,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2024,12,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,1,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,2,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,3,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,4,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,5,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,6,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,7,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,8,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,9,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2025,10,Hung Hom,Railway,N,Inbound,0,,,0,,,0,0,0,0
2021,1,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,2,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,3,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,4,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,5,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,6,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,7,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,8,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,9,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,10,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,11,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,12,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,1,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,2,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,3,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,4,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,5,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,6,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,7,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,8,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,9,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,10,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,11,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2022,12,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,1,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,2,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,3,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,4,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,5,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,6,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,7,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,8,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,9,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,10,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,11,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2023,12,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,1,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,2,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,3,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,4,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,5,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,6,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,7,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,8,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,9,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,10,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,11,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2024,12,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,1,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,2,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,3,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,4,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,5,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,6,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,7,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,8,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,9,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2025,10,Hung Hom,Railway,N,Outbound,0,,,0,,,0,0,0,0
2021,1,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2021,2,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2021,3,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2021,4,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2021,5,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2021,6,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2021,7,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2021,8,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,17046,,,0,0,0,0
2021,9,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,17369,1.89,,0,0,0,0
2021,10,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,25404,46.26,,0,0,0,0
2021,11,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,23701,-6.7,,0,0,0,0
2021,12,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,40675,71.62,,0,0,0,0
2022,1,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,8233,-79.76,,0,0,0,0
2022,2,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,-100.0,,0,0,0,0
2022,3,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,4,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,5,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,6,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,7,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,8,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,-100.0,0,0,0,0
2022,9,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,-100.0,0,0,0,0
2022,10,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,-100.0,0,0,0,0
2022,11,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,-100.0,0,0,0,0
2022,12,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,0,,-100.0,0,0,0,0
2023,1,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,325,,-96.05,0,0,0,0
2023,2,Kai Tak Cruise Terminal,Port,N,Inbound,0,,,982,202.15,,0,0,0,0
2023,3,Kai Tak Cruise Terminal,Port,N,Inbound,490,,,19339,1869.35,,0,0,0,0
2023,4,Kai Tak Cruise Terminal,Port,N,Inbound,622,26.94,,21525,11.3,,0,0,0,0
2023,5,Kai Tak Cruise Terminal,Port,N,Inbound,662,6.43,,18861,-12.38,,0,0,0,0
2023,6,Kai Tak Cruise Terminal,Port,N,Inbound,1848,179.15,,20494,8.66,,0,0,0,0
2023,7,Kai Tak Cruise Terminal,Port,N,Inbound,1361,-26.35,,20089,-1.98,,0,0,0,0
2023,8,Kai Tak Cruise Terminal,Port,N,Inbound,1163,-14.55,,33907,68.78,,0,0,0,0
2023,9,Kai Tak Cruise Terminal,Port,N,Inbound,2145,84.44,,21792,-35.73,,0,0,0,0
2023,10,Kai Tak Cruise Terminal,Port,N,Inbound,5796,170.21,,24872,14.13,,0,0,0,0
2023,11,Kai Tak Cruise Terminal,Port,N,Inbound,6078,4.87,,25844,3.91,,0,0,0,0
2023,12,Kai Tak Cruise Terminal,Port,N,Inbound,8635,42.07,,30967,19.82,,0,0,0,0
2024,1,Kai Tak Cruise Terminal,Port,N,Inbound,6896,-20.14,,28954,-6.5,8808.92,0,0,0,0
2024,2,Kai Tak Cruise Terminal,Port,N,Inbound,5890,-14.59,,28813,-0.49,2834.11,0,0,0,0
2024,3,Kai Tak Cruise Terminal,Port,N,Inbound,8065,36.93,1545.92,51328,78.14,165.41,0,0,0,0
2024,4,Kai Tak Cruise Terminal,Port,N,Inbound,5242,-35.0,742.77,35524,-30.79,65.04,0,0,0,0
2024,5,Kai Tak Cruise Terminal,Port,N,Inbound,1451,-72.32,119.18,11194,-68.49,-40.65,0,0,0,0
2024,6,Kai Tak Cruise Terminal,Port,N,Inbound,3214,121.5,73.92,3786,-66.18,-81.53,0,0,0,0
2024,7,Kai Tak Cruise Terminal,Port,N,Inbound,3267,1.65,140.04,4200,10.94,-79.09,0,0,0,0
2024,8,Kai Tak Cruise Terminal,Port,N,Inbound,17,-99.48,-98.54,3505,-16.55,-89.66,0,0,0,0
2024,9,Kai Tak Cruise Terminal,Port,N,Inbound,2100,12252.94,-2.1,6867,95.92,-68.49,0,0,0,0
2024,10,Kai Tak Cruise Terminal,Port,N,Inbound,19735,839.76,240.49,30595,345.54,23.01,0,0,0,0
2024,11,Kai Tak Cruise Terminal,Port,N,Inbound,11350,-42.49,86.74,18567,-39.31,-28.16,0,0,0,0
2024,12,Kai Tak Cruise Terminal,Port,N,Inbound,7965,-29.82,-7.76,36968,99.11,19.38,0,0,0,0
2025,1,Kai Tak Cruise Terminal,Port,N,Inbound,5954,-25.25,-13.66,35913,-2.85,24.03,0,0,0,0
2025,2,Kai Tak Cruise Terminal,Port,N,Inbound,54,-99.09,-99.08,13982,-61.07,-51.47,0,0,0,0
2025,3,Kai Tak Cruise Terminal,Port,N,Inbound,43,-20.37,-99.47,26369,88.59,-48.63,0,0,0,0
2025,4,Kai Tak Cruise Terminal,Port,N,Inbound,4325,9958.14,-17.49,28223,7.03,-20.55,0,0,0,0
2025,5,Kai Tak Cruise Terminal,Port,N,Inbound,6295,45.55,333.84,9285,-67.1,-17.05,0,0,0,0
2025,6,Kai Tak Cruise Terminal,Port,N,Inbound,4932,-21.65,53.45,9201,-0.9,143.03,0,0,0,0
2025,7,Kai Tak Cruise Terminal,Port,N,Inbound,6264,27.01,91.74,19682,113.91,368.62,0,0,0,0
2025,8,Kai Tak Cruise Terminal,Port,N,Inbound,9446,50.8,55464.71,31430,59.69,796.72,0,0,0,0
2025,9,Kai Tak Cruise Terminal,Port,N,Inbound,9938,5.21,373.24,23933,-23.85,248.52,0,0,0,0
2025,10,Kai Tak Cruise Terminal,Port,N,Inbound,10395,4.6,-47.33,38281,59.95,25.12,0,0,0,0
2021,1,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,2,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,3,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,4,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,5,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,6,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,7,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,1014,,,0,0,0,0
2021,8,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,17034,1579.88,,0,0,0,0
2021,9,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,17984,5.58,,0,0,0,0
2021,10,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,25409,41.29,,0,0,0,0
2021,11,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,24878,-2.09,,0,0,0,0
2021,12,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,42499,70.83,,0,0,0,0
2022,1,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,3610,-91.51,,0,0,0,0
2022,2,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,-100.0,,0,0,0,0
2022,3,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,4,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,5,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,6,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,7,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,-100.0,0,0,0,0
2022,8,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,-100.0,0,0,0,0
2022,9,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,-100.0,0,0,0,0
2022,10,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,-100.0,0,0,0,0
2022,11,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,-100.0,0,0,0,0
2022,12,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,0,,-100.0,0,0,0,0
2023,1,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,286,,-92.08,0,0,0,0
2023,2,Kai Tak Cruise Terminal,Port,N,Outbound,0,,,978,241.96,,0,0,0,0
2023,3,Kai Tak Cruise Terminal,Port,N,Outbound,509,,,20112,1956.44,,0,0,0,0
2023,4,Kai Tak Cruise Terminal,Port,N,Outbound,591,16.11,,22017,9.47,,0,0,0,0
2023,5,Kai Tak Cruise Terminal,Port,N,Outbound,665,12.52,,18429,-16.3,,0,0,0,0
2023,6,Kai Tak Cruise Terminal,Port,N,Outbound,2100,215.79,,21329,15.74,,0,0,0,0
2023,7,Kai Tak Cruise Terminal,Port,N,Outbound,1086,-48.29,,20090,-5.81,,0,0,0,0
2023,8,Kai Tak Cruise Terminal,Port,N,Outbound,1132,4.24,,32722,62.88,,0,0,0,0
2023,9,Kai Tak Cruise Terminal,Port,N,Outbound,2352,107.77,,24093,-26.37,,0,0,0,0
2023,10,Kai Tak Cruise Terminal,Port,N,Outbound,5729,143.58,,22719,-5.7,,0,0,0,0
2023,11,Kai Tak Cruise Terminal,Port,N,Outbound,5922,3.37,,24094,6.05,,0,0,0,0
2023,12,Kai Tak Cruise Terminal,Port,N,Outbound,9542,61.13,,31735,31.71,,0,0,0,0
2024,1,Kai Tak Cruise Terminal,Port,N,Outbound,6126,-35.8,,30754,-3.09,10653.15,0,0,0,0
2024,2,Kai Tak Cruise Terminal,Port,N,Outbound,6476,5.71,,29497,-4.09,2916.05,0,0,0,0
2024,3,Kai Tak Cruise Terminal,Port,N,Outbound,7279,12.4,1330.06,53196,80.34,164.5,0,0,0,0
2024,4,Kai Tak Cruise Terminal,Port,N,Outbound,5825,-19.98,885.62,35690,-32.91,62.1,0,0,0,0
2024,5,Kai Tak Cruise Terminal,Port,N,Outbound,1231,-78.87,85.11,9648,-72.97,-47.65,0,0,0,0
2024,6,Kai Tak Cruise Terminal,Port,N,Outbound,3195,159.55,52.14,3822,-60.39,-82.08,0,0,0,0
2024,7,Kai Tak Cruise Terminal,Port,N,Outbound,3252,1.78,199.45,4221,10.44,-78.99,0,0,0,0
2024,8,Kai Tak Cruise Terminal,Port,N,Outbound,61,-98.12,-94.61,3678,-12.86,-88.76,0,0,0,0
2024,9,Kai Tak Cruise Terminal,Port,N,Outbound,5227,8468.85,122.24,9523,158.92,-60.47,0,0,0,0
2024,10,Kai Tak Cruise Terminal,Port,N,Outbound,18621,256.25,225.03,29608,210.91,30.32,0,0,0,0
2024,11,Kai Tak Cruise Terminal,Port,N,Outbound,8642,-53.59,45.93,15676,-47.05,-34.94,0,0,0,0
2024,12,Kai Tak Cruise Terminal,Port,N,Outbound,3559,-58.82,-62.7,36257,131.29,14.25,0,0,0,0
2025,1,Kai Tak Cruise Terminal,Port,N,Outbound,9671,171.73,57.87,36386,0.36,18.31,0,0,0,0
2025,2,Kai Tak Cruise Terminal,Port,N,Outbound,35,-99.64,-99.46,13798,-62.08,-53.22,0,0,0,0
2025,3,Kai Tak Cruise Terminal,Port,N,Outbound,28,-20.0,-99.62,26601,92.79,-49.99,0,0,0,0
2025,4,Kai Tak Cruise Terminal,Port,N,Outbound,5914,21021.43,1.53,28569,7.4,-19.95,0,0,0,0
2025,5,Kai Tak Cruise Terminal,Port,N,Outbound,6303,6.58,412.02,9529,-66.65,-1.23,0,0,0,0
2025,6,Kai Tak Cruise Terminal,Port,N,Outbound,5117,-18.82,60.16,10561,10.83,176.32,0,0,0,0
2025,7,Kai Tak Cruise Terminal,Port,N,Outbound,6422,25.5,97.48,19583,85.43,363.94,0,0,0,0
2025,8,Kai Tak Cruise Terminal,Port,N,Outbound,9828,53.04,16011.48,31822,62.5,765.2,0,0,0,0
2025,9,Kai Tak Cruise Terminal,Port,N,Outbound,9686,-1.44,85.31,24151,-24.11,153.61,0,0,0,0
2025,10,Kai Tak Cruise Terminal,Port,N,Outbound,9181,-5.21,-50.7,37643,55.87,27.14,0,0,0,0
2021,1,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,127206
2021,2,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,62274
2021,3,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,92031
2021,4,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,87602
2021,5,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,82351
2021,6,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,95924
2021,7,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,90914
2021,8,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,87866
2021,9,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,86977
2021,10,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,73628
2021,11,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,83688
2021,12,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,86173
2022,1,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,79132
2022,2,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,31756
2022,3,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,16654
2022,4,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,14376
2022,5,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,14860
2022,6,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,17310
2022,7,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,18696
2022,8,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,18460
2022,9,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,16521
2022,10,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,15612
2022,11,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,17185
2022,12,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,23856
2023,1,Lok Ma Chau,Road,Y,Inbound,0,,,0,,,0,0,0,24280
2023,2,Lok Ma Chau,Road,Y,Inbound,31551,,,176614,,,24392,4969,617,34950
2023,3,Lok Ma Chau,Road,Y,Inbound,59847,89.68,,304829,72.6,,52555,7865,583,46285
2023,4,Lok Ma Chau,Road,Y,Inbound,75125,25.53,,372441,22.18,,62635,8739,2029,40439
2023,5,Lok Ma Chau,Road,Y,Inbound,69250,-7.82,,374405,0.53,,69980,9719,3884,43076
2023,6,Lok Ma Chau,Road,Y,Inbound,66201,-4.4,,373602,-0.21,,74634,9914,4319,44107
2023,7,Lok Ma Chau,Road,Y,Inbound,86779,31.08,,450604,20.61,,81663,10485,4620,45274
2023,8,Lok Ma Chau,Road,Y,Inbound,101299,16.73,,488924,8.5,,90536,10951,4183,48499
2023,9,Lok Ma Chau,Road,Y,Inbound,90961,-10.21,,416179,-14.88,,86056,10333,3825,57668
2023,10,Lok Ma Chau,Road,Y,Inbound,90936,-0.03,,493645,18.61,,93652,11986,4185,50279
2023,11,Lok Ma Chau,Road,Y,Inbound,75503,-16.97,,457101,-7.4,,92505,11410,4065,48594
2023,12,Lok Ma Chau,Road,Y,Inbound,96355,27.62,,521159,14.01,,98008,12293,4311,46750
2024,1,Lok Ma Chau,Road,Y,Inbound,93001,-3.48,,496826,-4.67,,101272,12134,4213,50932
2024,2,Lok Ma Chau,Road,Y,Inbound,92670,-0.36,193.71,457116,-7.99,158.82,84499,11389,4409,29383
2024,3,Lok Ma Chau,Road,Y,Inbound,70053,-24.41,17.05,501907,9.8,64.65,99917,12729,4304,49893
2024,4,Lok Ma Chau,Road,Y,Inbound,87782,25.31,16.85,532615,6.12,43.01,100270,12539,4180,50995
2024,5,Lok Ma Chau,Road,Y,Inbound,80986,-7.74,16.95,500899,-5.95,33.79,102004,12935,4044,49760
2024,6,Lok Ma Chau,Road,Y,Inbound,69251,-14.49,4.61,515288,2.87,37.92,101400,12815,4196,48900
2024,7,Lok Ma Chau,Road,Y,Inbound,90113,30.13,3.84,556957,8.09,23.6,108212,13027,4189,53069
2024,8,Lok Ma Chau,Road,Y,Inbound,101046,12.13,-0.25,581781,4.46,18.99,112415,13036,4034,53492
2024,9,Lok Ma Chau,Road,Y,Inbound,87877,-13.03,-3.39,515127,-11.46,23.78,107967,12536,3968,52772
2024,10,Lok Ma Chau,Road,Y,Inbound,106474,21.16,17.09,561817,9.06,13.81,114804,13439,3969,49362
2024,11,Lok Ma Chau,Road,Y,Inbound,77455,-27.25,2.59,518624,-7.69,13.46,111828,12106,4348,53215
2024,12,Lok Ma Chau,Road,Y,Inbound,97127,25.4,0.8,603207,16.31,15.74,119432,13779,4057,53241
2025,1,Lok Ma Chau,Road,Y,Inbound,125309,29.02,34.74,580305,-3.8,16.8,118578,13635,4389,48348
2025,2,Lok Ma Chau,Road,Y,Inbound,85941,-31.42,-7.26,517903,-10.75,13.3,102785,12194,3970,39644
2025,3,Lok Ma Chau,Road,Y,Inbound,88780,3.3,26.73,578216,11.65,15.2,121526,13850,4244,53484
2025,4,Lok Ma Chau,Road,Y,Inbound,105407,18.73,20.08,627144,8.46,17.75,123165,15389,3973,53659
2025,5,Lok Ma Chau,Road,Y,Inbound,120223,14.06,48.45,614529,-2.01,22.69,125372,15035,3813,49718
