Year,Month_Num,Checkpoint,Checkpoint_Type,Has_Vehicle_Data,Direction,Mainland_Visitors,Mainland_Visitors_MoM,Mainland_Visitors_YoY,Total_Passengers,Total_Passengers_MoM,Total_Passengers_YoY,Private_Cars,Tour_Buses,Cross_Border_Shuttle_Buses,Trucks_Containers
2022,6,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,7,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,8,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,9,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,10,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,11,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2022,12,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,0,,,0,,,0,0,0,0
2023,1,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,4306,,,106308,,,0,0,0,0
2023,2,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,12982,201.49,,183487,72.6,,0,0,0,0
2023,3,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,23483,80.89,,236298,28.78,,0,0,0,0
2023,4,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,30068,28.04,,298582,26.36,,0,0,0,0
2023,5,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,34912,16.11,,280177,-6.16,,0,0,0,0
2023,6,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,33076,-5.26,,281984,0.64,,0,0,0,0
2023,7,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,49514,49.7,,300418,6.54,,0,0,0,0
2023,8,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,59245,19.65,,337197,12.24,,0,0,0,0
2023,9,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,24986,-57.83,,233122,-30.86,,0,0,0,0
2023,10,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,37717,50.95,,280415,20.29,,0,0,0,0
2023,11,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,29863,-20.82,,274872,-1.98,,0,0,0,0
2023,12,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,33942,13.66,,315789,14.89,,0,0,0,0
2024,1,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,39205,15.51,810.47,271750,-13.95,155.63,0,0,0,0
2024,2,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,60623,54.63,366.98,285494,5.06,55.59,0,0,0,0
2024,3,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,26947,-55.55,14.75,275747,-3.41,16.69,0,0,0,0
2024,4,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,27319,1.38,-9.14,272785,-1.07,-8.64,0,0,0,0
2024,5,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,30517,11.71,-12.59,269671,-1.14,-3.75,0,0,0,0
2024,6,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,27804,-8.89,-15.94,270802,0.42,-3.97,0,0,0,0
2024,7,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,45067,62.09,-8.98,291238,7.55,-3.06,0,0,0,0
2024,8,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,56596,25.58,-4.47,309122,6.14,-8.33,0,0,0,0
2024,9,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,25308,-55.28,1.29,257991,-16.54,10.67,0,0,0,0
2024,10,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,36803,45.42,-2.42,286204,10.94,2.06,0,0,0,0
2024,11,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,27554,-25.13,-7.73,268530,-6.18,-2.31,0,0,0,0
2024,12,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,32232,16.98,-5.04,322934,20.26,2.26,0,0,0,0
2025,1,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,52710,63.53,34.45,298246,-7.64,9.75,0,0,0,0
2025,2,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,43885,-16.74,-27.61,279330,-6.34,-2.16,0,0,0,0
2025,3,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,27874,-36.48,3.44,274377,-1.77,-0.5,0,0,0,0
2025,4,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,30145,8.15,10.34,289777,5.61,6.23,0,0,0,0
2025,5,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,34547,14.6,13.21,284810,-1.71,5.61,0,0,0,0
2025,6,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,27440,-20.57,-1.31,259510,-8.88,-4.17,0,0,0,0
2025,7,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,42429,54.62,-5.85,273196,5.27,-6.19,0,0,0,0
2025,8,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,49418,16.47,-12.68,290678,6.4,-5.97,0,0,0,0
2025,9,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,20538,-58.44,-18.85,212328,-26.95,-17.7,0,0,0,0
2025,10,Hong Kong-Macau Ferry Terminal,Port,N,Inbound,33377,62.51,-9.31,268361,26.39,-6.23,0,0,0,0
2021,1,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,2,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,3,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,4,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,5,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,6,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,7,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,8,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,9,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,10,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,11,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2021,12,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,1,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,2,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,3,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,4,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,5,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,6,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,7,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,8,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,9,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,10,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,11,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2022,12,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,0,,,0,,,0,0,0,0
2023,1,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,5729,,,119320,,,0,0,0,0
2023,2,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,16873,194.52,,195673,63.99,,0,0,0,0
2023,3,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,32690,93.74,,250623,28.08,,0,0,0,0
2023,4,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,40946,25.26,,319123,27.33,,0,0,0,0
2023,5,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,47028,14.85,,290115,-9.09,,0,0,0,0
2023,6,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,47267,0.51,,301688,3.99,,0,0,0,0
2023,7,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,75454,59.63,,328523,8.89,,0,0,0,0
2023,8,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,92158,22.14,,366759,11.64,,0,0,0,0
2023,9,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,34114,-62.98,,250602,-31.67,,0,0,0,0
2023,10,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,55880,63.8,,291240,16.22,,0,0,0,0
2023,11,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,41489,-25.75,,285633,-1.93,,0,0,0,0
2023,12,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,47188,13.74,,338139,18.38,,0,0,0,0
2024,1,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,60462,28.13,955.37,292273,-13.56,144.95,0,0,0,0
2024,2,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,102438,69.43,507.11,329234,12.65,68.26,0,0,0,0
2024,3,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,38771,-62.15,18.6,303081,-7.94,20.93,0,0,0,0
2024,4,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,37923,-2.19,-7.38,274434,-9.45,-14.0,0,0,0,0
2024,5,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,41704,9.97,-11.32,286322,4.33,-1.31,0,0,0,0
2024,6,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,38710,-7.18,-18.1,296432,3.53,-1.74,0,0,0,0
2024,7,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,67106,73.36,-11.06,304265,2.64,-7.38,0,0,0,0
2024,8,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,80914,20.58,-12.2,342877,12.69,-6.51,0,0,0,0
2024,9,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,31323,-61.29,-8.18,266203,-22.36,6.23,0,0,0,0
2024,10,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,48585,55.11,-13.05,310421,16.61,6.59,0,0,0,0
2024,11,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,34424,-29.15,-17.03,299043,-3.67,4.69,0,0,0,0
2024,12,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,39857,15.78,-15.54,345552,15.55,2.19,0,0,0,0
2025,1,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,72579,82.1,20.04,328877,-4.83,12.52,0,0,0,0
2025,2,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,61048,-15.89,-40.4,294539,-10.44,-10.54,0,0,0,0
2025,3,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,37420,-38.7,-3.48,283953,-3.59,-6.31,0,0,0,0
2025,4,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,38936,4.05,2.67,300453,5.81,9.48,0,0,0,0
2025,5,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,46389,19.14,11.23,312620,4.05,9.18,0,0,0,0
2025,6,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,37639,-18.86,-2.77,281635,-9.91,-4.99,0,0,0,0
2025,7,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,62534,66.14,-6.81,298656,6.04,-1.84,0,0,0,0
2025,8,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,71532,14.39,-11.6,324257,8.57,-5.43,0,0,0,0
2025,9,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,26481,-62.98,-15.46,230583,-28.89,-13.38,0,0,0,0
2025,10,Hong Kong-Macau Ferry Terminal,Port,N,Outbound,46627,76.08,-4.03,304005,31.84,-2.07,0,0,0,0
2021,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,103,,,3334,,,80,0,586,5540
2021,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,157,52.43,,5340,60.17,,64,1,566,4015
2021,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,156,-0.64,,3622,-32.17,,43,0,616,5551
2021,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,121,-22.44,,3480,-3.92,,43,0,434,5306
2021,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,132,9.09,,3571,2.61,,55,4,471,5178
2021,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,194,46.97,,4326,21.14,,59,4,474,5828
2021,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,280,44.33,,5517,27.53,,74,3,494,6087
2021,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,299,6.79,,6233,12.98,,50,0,428,6182
2021,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,417,39.46,,4948,-20.62,,73,0,498,6084
2021,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,363,-12.95,,3354,-32.22,,52,6,524,5699
2021,11,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,298,-17.91,,3776,12.58,,64,0,557,6467
2021,12,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,337,13.09,,4670,23.68,,67,2,577,7035
2022,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,218,-35.31,111.65,3554,-23.9,6.6,50,0,438,6828
2022,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,87,-60.09,-44.59,1522,-57.18,-71.5,26,0,536,4172
2022,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,112,28.74,-28.21,1283,-15.7,-64.58,11,0,335,4126
2022,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,199,77.68,64.46,2821,119.88,-18.94,37,0,282,4758
2022,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,296,48.74,124.24,3774,33.78,5.68,61,0,306,6069
2022,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,250,-15.54,28.87,3654,-3.18,-15.53,80,0,336,5983
2022,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,406,62.4,45.0,5692,55.77,3.17,83,0,321,7952
2022,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,774,90.64,158.86,9911,74.12,59.01,118,0,465,12050
2022,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,1520,96.38,264.51,9443,-4.72,90.84,76,0,444,12985
2022,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,869,-42.83,139.39,7577,-19.76,125.91,119,0,443,12418
2022,11,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,1177,35.44,294.97,7729,2.01,104.69,128,0,413,15161
2022,12,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,1747,48.43,418.4,20115,160.25,330.73,739,38,671,12747
2023,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,16665,853.92,7544.5,398740,1882.3,11119.47,13123,1013,7359,9542
2023,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,48522,191.16,55672.41,620921,55.72,40696.39,23652,1185,10621,8840
2023,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,121494,150.39,108376.79,791654,27.5,61603.35,35121,2123,14474,12693
2023,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,142674,17.43,71595.48,968044,22.28,34215.63,46000,3668,17750,12074
2023,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,148541,4.11,50082.77,817570,-15.54,21563.22,50401,3441,15151,13813
2023,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,133487,-10.13,53294.8,745509,-8.81,20302.55,52409,2716,14473,15209
2023,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,210576,57.75,51766.01,968740,29.94,16919.33,64583,3474,17835,14723
2023,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,262045,24.44,33755.94,1092738,12.8,10925.51,76625,3885,19780,16461
2023,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,127817,-51.22,8309.01,709671,-35.06,7415.31,70487,3193,15108,15238
2023,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,183312,43.42,20994.59,989073,39.37,12953.62,101299,4555,18390,14848
2023,11,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,179339,-2.17,15136.96,912674,-7.72,11708.44,99616,3844,17827,15675
2023,12,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,207592,15.75,11782.77,1195888,31.03,5845.25,125815,5775,21551,14036
2024,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,223807,7.81,1242.98,1021800,-14.56,156.26,117129,4722,18992,13816
2024,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,318351,42.24,556.1,1224063,19.79,97.14,135398,5800,21284,9966
2024,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,212404,-33.28,74.83,1117898,-8.67,41.21,134181,6185,22395,14243
2024,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,203235,-4.32,42.45,1156812,3.48,19.5,143171,6014,20861,13786
2024,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,182898,-10.01,23.13,1017957,-12.0,24.51,139102,5930,19436,14728
2024,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,165122,-9.72,23.7,1044334,2.59,40.08,133532,6276,19147,13998
2024,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,246566,49.32,17.09,1198061,14.72,23.67,146036,6201,20558,16096
2024,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,286407,16.16,9.3,1278949,6.75,17.04,152536,6329,21371,18060
2024,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,126906,-55.69,-0.71,948455,-25.84,33.65,129426,5730,17211,17321
2024,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,185850,46.45,1.38,1138936,20.08,15.15,159906,7315,20657,18937
2024,11,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,157693,-15.15,-12.07,1031695,-9.42,13.04,137319,6001,19714,20786
2024,12,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,175992,11.6,-15.22,1311332,27.1,9.65,156532,8008,21299,21333
2025,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,252387,43.41,12.77,1202524,-8.3,17.69,150508,7785,20890,20120
2025,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,221797,-12.12,-30.33,1203094,0.05,-1.71,156083,6853,19410,16151
2025,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,163531,-26.27,-23.01,1139411,-5.29,1.92,156943,6569,21323,21714
2025,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,166268,1.67,-18.19,1321614,15.99,14.25,173346,9639,20984,21202
2025,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,178987,7.65,-2.14,1187479,-10.15,16.65,174408,7544,20556,23391
2025,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,150006,-16.19,-9.15,1131524,-4.71,8.35,162956,6170,19900,24398
2025,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,242855,61.9,-1.51,1267388,12.01,5.79,164298,6247,21966,25502
2025,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,288020,18.6,0.56,1431979,12.99,11.97,187090,7089,23722,26458
2025,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,121348,-57.87,-4.38,941693,-34.24,-0.71,145739,5509,17746,27802
2025,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Inbound,189820,56.43,2.14,1200017,27.43,5.36,195178,6962,20049,28446
2021,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,252,,,6108,,,28,1,577,6163
2021,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,180,-28.57,,3421,-43.99,,11,1,566,4060
2021,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,275,52.78,,3971,16.08,,5,0,615,6005
2021,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,225,-18.18,,3891,-2.01,,9,0,447,5737
2021,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,328,45.78,,5696,46.39,,15,3,462,5431
2021,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,482,46.95,,6280,10.25,,17,2,448,6301
2021,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,578,19.92,,9473,50.84,,29,3,497,6331
2021,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,302,-47.75,,5884,-37.89,,14,0,426,6436
2021,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,369,22.19,,6368,8.23,,26,0,522,6383
2021,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,440,19.24,,5610,-11.9,,22,6,515,5859
2021,11,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,481,9.32,,5286,-5.78,,24,0,560,6576
2021,12,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,632,31.39,,6041,14.28,,19,2,576,7061
2022,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,239,-62.18,-5.16,5064,-16.17,-17.09,26,0,429,6943
2022,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,569,138.08,216.11,7131,40.82,108.45,28,0,551,3962
2022,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,641,12.65,133.09,6530,-8.43,64.44,4,0,336,4334
2022,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,554,-13.57,146.22,5211,-20.2,33.92,6,0,282,4759
2022,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,672,21.3,104.88,4794,-8.0,-15.84,7,0,297,6056
2022,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,3054,354.46,533.61,7425,54.88,18.23,16,0,339,5986
2022,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,2641,-13.52,356.92,6989,-5.87,-26.22,18,0,317,7949
2022,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,4370,65.47,1347.02,12636,80.8,114.75,43,0,462,12059
2022,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,5324,21.83,1342.82,11790,-6.7,85.14,25,0,442,13098
2022,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,4704,-11.65,969.09,11912,1.03,112.34,38,0,457,12313
2022,11,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,3659,-22.22,660.71,10509,-11.78,98.81,30,0,395,15159
2022,12,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,3874,5.88,512.97,24513,133.26,305.78,543,42,671,12651
2023,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,17937,363.01,7405.02,402978,1543.94,7857.7,13483,1019,7345,8883
2023,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,55411,208.92,9638.31,624596,55.0,8658.88,23477,1185,10611,7386
2023,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,185015,233.9,28763.49,861745,37.97,13096.71,35430,2132,14480,9150
2023,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,225566,21.92,40615.88,1058039,22.78,20203.95,46991,3661,17739,8972
2023,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,227768,0.98,33794.05,877924,-17.02,18212.97,50156,3445,15170,10130
2023,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,202780,-10.97,6539.82,840962,-4.21,11226.09,53745,2718,14451,10917
2023,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,312563,54.14,11735.02,1061402,26.21,15086.75,64844,3492,17839,10815
2023,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,389566,24.64,8814.55,1217366,14.69,9534.11,77348,3903,19776,12145
2023,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,233152,-40.15,4279.26,891170,-26.8,7458.69,76803,3237,15124,12216
2023,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,333705,43.13,6994.07,1080581,21.25,8971.37,97256,4521,18377,12156
2023,11,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,341869,2.45,9243.24,1084259,0.34,10217.43,100692,3842,17831,13332
2023,12,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,328311,-3.97,8374.73,1361013,25.52,5452.21,129873,5775,21560,12180
2024,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,316248,-3.67,1663.1,1074964,-21.02,166.76,114409,4718,18980,12585
2024,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,437981,38.49,690.42,1345920,25.21,115.49,135999,5816,21281,8897
2024,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,367511,-16.09,98.64,1384934,2.9,60.71,145329,6192,22394,12267
2024,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,337369,-8.2,49.57,1186434,-14.33,12.14,134572,6044,20958,12497
2024,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,289704,-14.13,27.19,1118445,-5.73,27.4,139576,5907,19432,12958
2024,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,249209,-13.98,22.9,1207731,7.98,43.61,142539,6272,19161,12169
2024,7,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,385257,54.59,23.26,1267890,4.98,19.45,138165,6209,20560,12987
2024,8,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,436601,13.33,12.07,1447319,14.15,18.89,157140,6324,21365,13762
2024,9,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,212131,-51.41,-9.02,1010560,-30.18,13.4,127362,5724,17222,12783
2024,10,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,351726,65.81,5.4,1288801,27.53,19.27,158684,7324,20667,13764
2024,11,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,326123,-7.28,-4.61,1211827,-5.97,11.77,143133,5992,19697,14364
2024,12,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,319830,-1.93,-2.58,1434744,18.4,5.42,154497,8000,21303,14171
2025,1,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,408004,27.57,29.01,1448659,0.97,34.76,167073,7747,20878,13322
2025,2,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,346453,-15.09,-20.9,1225831,-15.38,-8.92,141072,6871,19423,10978
2025,3,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,369560,6.67,0.56,1349238,10.07,-2.58,155502,6564,21330,14020
2025,4,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,316175,-14.45,-6.28,1488069,10.29,25.42,175433,9634,20999,13659
2025,5,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,295824,-6.44,2.11,1337101,-10.15,19.55,181552,7550,20530,14629
2025,6,Hong Kong-Zhuhai-Macau Bridge,Road,Y,Outbound,235410,-20.42,-5.54,1199847,-10.27,-0.65,161117,6164,19915,14462
